,May_Total_RL,May_half_life,May_inflec_FoldedNormal,May_Inflection_sig_point,June_Total_RL,June_half_life,June_inflec_FoldedNormal,June_Inflection_sig_point,July_Total_RL,July_half_life,July_inflec_FoldedNormal,July_Inflection_sig_point,x,bed,Delta_15N,Delta_13C,Log_Delta_15N,ID
62,45.46277656293282,111.42,122.3,136.02,31.74392965628933,155.95,161.73,166.36,29.374693214965912,155.49,163.27,161.55,1166,1,34.31153802740953,-26.81948343519007,3.535481683245692,NOS 509133.05
63,58.51646242379312,115.9,122.26,139.0,32.323012702707985,158.79,161.05,168.53,21.19106034615393,151.24,152.54,149.29,1167,1,28.12098152356112,-25.914825750008117,3.336515971154113,Sj M1090
64,60.10343064590188,132.81,139.32,155.44,36.37159389528531,151.04,158.77,169.7,28.449873688965106,151.44,158.17,167.39,1168,1,14.40644197959982,-26.02436817234773,2.667675466240872,NOS 510037.5
65,54.57388091657267,120.78,127.55,141.54,28.81117529631408,144.34,148.97,156.05,22.685504661496893,146.73,150.12,149.74,1169,1,22.98308526752132,-25.630611960231416,3.13475852222164,Patras
66,76.56753241319574,132.66,138.98,165.8,42.702198165272414,154.37,160.93,177.04,40.048241952255935,162.45,165.33,179.11,1170,1,138.2335504291327,-26.87176014585886,4.92894464908552,Benchmark
67,67.49611898545257,146.06,145.83,170.25,54.73593300652129,156.73,162.55,180.26,51.00619581534441,159.22,164.4,179.09,1171,1,327.91221722488183,-26.949843649144377,5.792745942152789,NOS 511192.01
68,56.67877862628363,122.85,131.75,150.17,43.059257168595394,151.42,157.68,171.23,38.57275418550238,151.72,157.51,170.47,1172,1,18.803118973545413,-27.693173186981493,2.934022758923708,Sj N1123
69,80.32696708592756,137.5,141.14,163.16,45.897947848243135,154.38,158.86,171.81,45.67094864529683,156.44,160.81,173.42,1174,1,59.41025426974952,-27.00760167969056,4.08446684227348,Sj L123
70,90.87470122455738,129.82,137.19,161.43,52.775057240533926,151.28,156.75,176.65,47.94307875411865,151.07,156.16,173.25,1175,1,61.4048992666138,-27.41604109884245,4.117489624585695,Informer
71,72.89608151521293,144.18,143.46,168.28,50.08141736404785,154.82,161.66,177.04,44.87924529814184,161.79,166.08,179.22,1176,1,64.72325325733821,-27.12824857109321,4.170120538133051,LGW 123
72,82.99446030601581,143.53,144.97,168.5,47.93676015006168,150.9,158.33,176.94,42.511145026218784,145.93,153.59,171.22,1178,1,135.83289622614305,-26.91014346326434,4.911425426040585,Sj M0477
73,82.35564307026516,125.76,133.78,152.78,44.31755152869893,152.07,159.36,175.62,3.2521106925723755,190.08,188.82,179.03,1180,1,100.36107131326568,-26.96465052559057,4.6087743961449705,Tonnage
74,83.11879129348404,129.27,133.9,160.32,44.56040534230943,149.21,156.38,173.18,2.372473413898157,189.61,189.59,176.87,1182,1,308.9067688406239,-27.71319871899104,5.733039512409039,Pistoria
75,92.38900984768966,133.37,139.81,173.6,54.4212282469901,154.93,161.91,178.74,38.30045240628304,162.42,166.55,177.8,1183,1,15.612478221035504,-27.517728793815227,2.74807048048102,Elixer
76,81.0287814515068,147.07,146.79,168.81,48.42147341158741,168.84,167.66,170.77,40.38262918808242,162.31,167.27,179.42,1184,1,249.17341283154136,-27.176913960055884,5.518149091139409,Sj N0818
77,102.7073160725911,134.08,147.85,183.57,59.5548456666987,160.05,165.04,185.76,45.39467422524751,166.64,169.44,185.04,1185,1,71.67268177567047,-27.430293198674853,4.272109667691022,Ancher
78,102.18402801120844,128.35,142.87,178.54,63.846591079027874,183.08,176.26,188.5,56.71015310356597,182.02,178.64,194.82,1186,1,206.5503826304883,-27.103470601549432,5.330544366324661,NOS 511085.12
79,82.35800030538141,152.15,156.47,176.91,55.48354817342224,174.27,171.86,189.06,51.9341004143358,177.68,173.21,188.91,1187,1,128.91983095745306,-26.949018377591788,4.8591907457258765,512068.15
80,61.170431282157125,113.91,123.36,143.5,37.38040748630033,149.72,157.29,169.02,31.025698157537427,149.95,157.18,166.83,1188,1,11.311360990911744,-26.882556156782112,2.4258076180706256,KWS Lili
81,84.45483380800272,123.52,132.42,153.94,51.605400734021245,152.28,159.37,175.21,46.40555047993447,151.24,158.39,176.01,1189,1,30.500306185031395,-26.675875771902952,3.417736722416465,Sj L037
82,63.02136938827561,113.89,124.87,146.87,33.3705946263267,149.39,157.66,167.0,30.13050237237432,154.12,160.7,164.18,1190,1,56.91096824324744,-27.31394489050984,4.041488086057501,Oakley
83,78.09789916456074,118.12,131.75,161.01,38.41505134803749,157.79,161.45,173.22,35.80821068710805,162.28,164.34,171.36,1191,1,62.70248869154423,-26.72058603343076,4.138401138901314,Sj L262
84,112.31670200967524,146.04,148.51,177.9,68.3268041856502,163.44,168.53,189.13,57.342315763868,167.26,170.12,189.89,1192,1,71.76418818154733,-27.53591717083274,4.273385579781381,NOS 511192.33
85,90.63411201448284,120.31,130.08,155.54,43.38121929636896,146.37,152.84,170.12,35.04834557306456,152.38,157.86,170.76,1193,1,192.8067493353772,-27.89020400199534,5.261688388489947,KWS Zyatt
86,93.88684286120024,154.41,155.17,180.32,62.95457131001948,177.42,174.01,194.37,57.87133354281528,175.06,173.58,192.84,1194,1,206.5016504136925,-26.904519660246788,5.330308404687273,512122.02
87,98.8234132765355,131.39,140.03,166.02,55.93706257553817,158.3,162.92,182.31,29.789494167841493,163.42,169.07,183.37,1195,1,106.15835330181412,-28.378896435903314,4.664931878428649,MH 15-39
88,87.82601638362725,124.34,136.34,169.76,42.00611071362724,145.03,153.41,172.2,16.161379421315228,166.11,169.46,170.44,1196,1,248.21594179009173,-27.852712671591807,5.514299100321458,Sj M0564
89,80.01254029706418,130.55,138.85,161.27,44.83926509640639,146.06,153.0,166.19,18.492314282242354,158.48,161.75,167.23,1198,1,80.27511231303862,-25.94450784712918,4.385459639078163,NOS 510052.5
90,78.75116941454515,127.55,136.96,162.84,42.0441871178771,158.15,162.42,176.33,37.6762976749897,161.64,164.41,175.04,1199,1,169.89343249716217,-27.222368666193702,5.135171372822826,Sj N1069
91,84.58695674713267,137.48,140.66,170.68,50.23974942046034,162.09,167.44,185.56,42.46923075491209,160.37,165.91,179.77,1200,1,146.8956680453015,-26.837224709926048,4.989722593604797,Sj L288
92,70.49828129063305,121.6,130.11,150.34,51.79280150679131,148.51,155.5,178.76,41.713584636863146,151.4,157.57,174.3,1201,1,138.0976010377617,-26.15345521462952,4.927960689067853,Sj N0803 
93,72.35057079783738,124.42,133.3,151.05,39.63906286221549,146.69,150.86,162.57,36.04054177343542,147.62,152.4,161.81,1202,1,94.7863325792184,-27.120171008353783,4.551625227762032,NOS 509011.08
94,81.76114144584722,127.75,136.83,168.98,53.1524734279062,160.7,164.95,183.95,48.13683421041129,161.72,165.7,183.18,1203,1,113.3336920337986,-26.54307162998986,4.730336493941194,Sj M0051
95,68.46201859885883,128.02,133.88,155.33,36.06985739017797,142.13,148.05,158.38,31.26351232190764,143.4,149.77,156.76,1205,1,72.21373308298311,-26.9357386820033,4.279630236716944,KWS Santiago
96,91.7459960923374,136.49,140.88,168.14,43.716616476910886,150.56,155.25,167.19,45.176381659045695,155.6,160.56,170.95,1206,1,201.29478821998904,-27.25107643621039,5.304770441699495,Sj N1127
97,94.59484763359868,131.94,138.84,169.37,58.81015008253405,158.76,163.0,175.22,55.81576481987963,162.99,165.41,179.18,1207,1,274.5763376920817,-26.82305370100696,5.615229319526629,Sj M0351
98,90.97295489306862,152.26,149.89,170.14,56.418454524307336,169.1,167.6,184.38,51.34711441091229,185.46,174.87,186.37,1208,1,130.4934210643188,-26.672039398642493,4.871322812191716,Br10092p91
99,83.04945745539233,136.38,143.81,168.72,52.45401860705848,157.68,162.94,182.48,47.7489970048311,161.2,165.49,179.96,1209,1,517.7548292213143,-27.34636715935176,6.249501827554868,512099.09
100,75.75663473656596,117.81,129.01,152.98,44.15452634444219,155.42,160.21,176.63,42.07860764601489,160.2,163.1,177.27,1210,1,127.08580967883064,-26.981349967646462,4.844862525061018,Drachmann
101,89.16942067506932,124.94,134.65,167.92,43.82986930005508,159.81,164.89,183.04,33.760493353279976,153.51,160.06,169.49,1211,1,63.73900646965021,-26.74554401310913,4.154796721632851,NOS 511082.28
102,70.46666458085653,124.72,133.76,155.55,33.79070403315912,155.82,159.51,166.24,26.775274490585616,155.31,157.72,161.32,1212,1,120.84239441942022,-27.393054596729225,4.794487171113788,KWS Leif
103,71.5578961622709,123.16,131.52,150.35,39.03753715604836,153.78,160.37,175.41,30.13933239310497,151.77,158.76,165.83,1213,1,25.89422756732247,-25.847309253122223,3.2540200700168715,Sj M0471
104,81.87229432976959,119.84,126.25,145.97,44.07804232904883,142.71,149.44,169.73,36.79221939511071,140.67,148.07,164.8,1214,1,64.44201792156161,-26.667010247909264,4.16576587255407,NOS 511014.06
105,65.71023248910794,122.14,132.06,151.77,37.792546751202,163.56,172.12,175.46,28.75416496428537,172.85,174.81,155.26,1215,1,45.287843947292224,-26.69147600512127,3.813038650943495,Kvarn
106,73.4053497311674,135.08,142.0,164.38,40.555631795913,160.0,167.36,178.21,25.191387490553367,162.2,169.39,146.21,1216,1,22.557158520849622,-26.82942351921261,3.1160524666072287,Sj N0514
107,70.12513321077586,187.02,166.62,177.45,61.12205974843913,166.48,168.53,186.27,47.541013934427625,161.76,165.12,180.04,1217,1,53.15897921161413,-27.573995763577702,3.9732870314713296,Sj L635
108,81.35181547485331,129.66,140.17,170.73,52.53218708747093,164.98,165.34,177.62,46.30561353559231,157.09,160.16,171.87,1218,1,40.27966416631149,-26.70038456428657,3.695846730335751,NOS 510032.7
109,72.3372202801757,139.49,143.16,162.49,47.72711484474824,164.83,169.1,184.58,40.85981760978913,171.84,173.5,183.99,1219,1,64.78173937087183,-25.801432424122105,4.17102376381297,NOS 510050.19
110,89.68924142422279,126.97,140.28,171.85,55.88068186455638,167.76,169.3,184.74,46.34861852187261,167.22,169.2,184.2,1220,1,135.73576560604835,-27.10410504200772,4.910710095902114,NOS 509180.09
111,77.89857875109932,130.44,142.66,171.54,50.73702637648733,165.41,169.24,191.89,43.30921784397915,178.67,176.44,186.09,1221,1,405.4390138428573,-26.397902189060225,6.004970464816422,Ohio
112,93.2975200938046,130.84,137.26,163.46,48.43425959214091,145.55,155.0,171.59,45.4369937045597,147.91,158.31,176.88,1222,1,516.8409897227235,-25.833157534237998,6.247735263802119,NOS 510050.17
113,103.68010426104269,127.21,139.98,175.21,54.55133845588744,161.94,166.33,182.68,49.22879888121082,170.17,170.79,184.49,1223,1,32.06487435578506,-27.206421811475145,3.467761174170728,KWS 308
114,71.92974286908995,141.57,144.68,163.3,39.98705389507212,158.09,163.31,176.02,37.22254009876544,162.99,166.9,173.34,1224,1,26.004084252615908,-27.068209859428123,3.2582536123237413,Sj M0567
115,89.5471106862599,147.69,151.05,174.11,54.18696377100639,153.44,159.76,171.52,44.30340199622311,160.63,162.61,172.06,1225,1,72.73850803240933,-26.763893304847983,4.286870928383538,Kalmar
116,80.53033268549713,141.45,148.28,179.0,51.20052311709327,166.37,168.71,189.88,48.34231523830163,170.32,171.32,191.24,1226,1,49.70931267566613,-26.84903887046382,3.9061922933295614,Creator
117,89.6472503740356,138.39,143.81,169.11,60.71199216036731,157.18,164.74,185.99,47.6651619651094,156.89,165.29,183.5,1228,1,24.636291801899084,-27.817468054665028,3.2042206322870053,Hereford 
118,89.63322721219778,150.05,154.04,182.34,58.43022271564051,188.43,180.91,197.75,48.29860598184919,195.03,183.81,194.84,1229,1,109.49348569664404,-27.77702697928377,4.695865056132026,Sj M0498
119,74.38304821964972,137.44,144.44,164.4,57.98485860599966,175.8,174.99,190.48,52.26186803597814,177.18,175.01,189.69,1230,1,199.24096970049527,-26.5202706233637,5.294514995190304,Sj M0560
120,82.20810385930892,125.64,133.36,159.27,47.25653002560894,155.71,164.9,183.1,43.13849090386917,158.61,167.92,183.0,1231,1,157.22582436421808,-26.948205575587,5.057683143629166,RGT Reform
121,70.88050546459047,119.56,131.61,154.77,43.86709831930958,154.7,162.81,177.92,38.62809876729749,160.49,167.81,175.4,1232,1,191.1050803022599,-27.294458126254955,5.252823435415419,NOS 511167.10
122,60.32331683140549,121.91,137.88,161.09,42.745618761465806,170.28,169.23,180.71,36.85130578878317,170.57,170.24,173.04,1234,1,39.84776820560049,-27.64520137058798,3.685066398789611,Tuxen
123,93.28129106334382,150.02,152.85,180.63,63.008162926830025,166.8,170.45,190.65,43.586425375497456,158.5,167.48,181.52,1235,1,175.81705969921578,-26.94748108456285,5.169444020925305,STRG 4019'14
124,77.54769642937814,129.19,136.61,161.44,54.79031500763023,163.99,166.75,184.85,47.51310982570434,172.9,170.88,185.12,1236,1,143.78228664030328,-27.360062505684933,4.968300257173199,512102.04
