,May_Total_RL,May_half_life,May_inflec_FoldedNormal,May_Inflection_sig_point,June_Total_RL,June_half_life,June_inflec_FoldedNormal,June_Inflection_sig_point,July_Total_RL,July_half_life,July_inflec_FoldedNormal,July_Inflection_sig_point,x,bed,Delta_15N,Delta_13C,Log_Delta_15N,ID,RFP_Delta_15N,RFP_Log_Delta_15N,RFP_Delta_13C,Corrected_Log15N,Corrected_13C
156,56.113763253057954,107.8,117.05,138.14,28.254192136628724,138.75,142.17,153.65,11.892101450474408,153.17,156.77,152.95,2124,2,3.0069356297417,-25.35649548769134,1.100921496973705,Skagen,-32.054952721214434,-0.705168070171188,0.2077653256895869,-2.31366799914689,0.9989312292003588
157,55.95539044161449,106.96,113.93,133.79,25.23040194690564,137.03,142.51,152.84,8.443611750391531,149.94,151.48,151.06,2125,2,9.99348377394838,-26.4494990875344,2.3019332579906,NOS 510032.7,-37.58982836366247,-0.8806338230984003,0.503178361014628,-1.12563535918405,-0.0903700528191109
158,67.94909471295773,115.81,124.82,148.31,39.025934707190416,146.7,152.78,166.06,22.017407262817187,157.51,161.0,167.16,2126,2,45.58452186088777,-26.88868476009244,3.8195682260246944,512102.04,0.7364340556111102,0.2669617192148396,-0.2590106789154491,0.3790204877959855,-0.5258534075535621
159,68.48501150179885,117.73,127.91,139.46,42.8161485928419,143.85,151.39,169.55,17.3937848696491,158.96,163.06,166.92,2127,2,51.07878761637736,-26.580599667737083,3.933369295886132,SEC 312-07-4,-4.5302500848916205,0.2682728170496093,-0.4470489531897411,0.4798424366033678,-0.2140659973746146
160,64.15122120642388,119.34,126.75,146.84,44.81955605289692,149.06,157.33,173.17,26.329883578440672,167.35,169.29,174.35,2128,2,15.12224887862315,-27.48924286711921,2.716167095050054,Hereford ,5.4200339213186055,0.3044081635295708,-0.2161498275237854,-0.750338885286769,-1.1190068789331526
161,92.64140220426845,125.72,134.97,168.51,55.42648141981997,152.53,158.12,176.74,32.34023057698936,159.41,165.06,177.7,2129,2,135.47596903535816,-26.331425882828363,4.908794274298773,Ohio,34.91053680647862,0.6858362693157711,-0.5574808222391765,1.429309172907895,0.0425124231812823
162,83.61023432055168,126.93,137.0,166.64,51.45501921129448,158.1,161.31,176.44,28.180321562433303,159.55,164.66,173.61,2130,2,97.58796742120148,-26.8862702394232,4.580754201200036,NOS 509011.08,21.798537019537736,0.5147947325369976,-0.4108550082832031,1.0882899787550988,-0.5086296155899674
163,108.03336814900165,132.4,142.56,182.08,68.58875239017746,167.82,172.02,194.43,38.76082678095413,178.48,180.76,193.58,2131,2,334.77900206267253,-27.509775136671465,5.813470618795046,MH 15-39,35.66449444663106,0.483461496180768,-0.2156299707613294,2.3080272752960536,-1.1284321950146428
164,57.74087949554625,108.85,117.74,128.41,36.39996648594396,150.93,159.22,168.96,22.83396698167646,162.93,167.79,167.77,2132,2,21.23322180062982,-25.518657101103035,3.055567021178621,Kalmar,-5.307987035869144,-0.0569039629470629,-0.0589471256655812,-0.4628554433744303,0.8663881583773758
165,75.34311281153504,126.37,137.77,167.26,49.6449240809322,158.31,163.55,180.0,34.02976577791266,171.24,174.07,186.3,2133,2,472.8246634451043,-26.934013843224136,6.158724629378367,Tonnage,23.30119473392354,0.682807414271258,-0.429446031025165,2.62732304377126,-0.5452662659201373
166,86.55717154890863,127.93,136.52,155.12,51.361616594281415,150.48,155.69,174.55,35.49133606167699,158.97,163.86,180.7,2134,2,31.88317388356129,-26.93171530314752,3.4620784061673184,STRG 4019'14,17.269648095303943,0.3339031850122568,-0.2255467423786592,-0.082302300493847,-0.5392654080199328
167,63.29751717624858,111.13,122.18,149.52,32.53835059522318,165.82,164.65,171.43,22.432349627140862,173.51,172.33,177.23,2135,2,241.27190072463807,-27.66498788840787,5.485924516304576,Tuxen,7.590985915149808,0.3584737156798671,-0.2400759734019862,1.9285646885893517,-1.268835675456696
168,48.67259884749366,109.79,117.56,129.59,33.43457100685408,143.43,151.84,164.08,22.03318581448928,161.5,164.07,169.2,2136,2,162.05068059494965,-26.700624885320543,5.087909129485862,Sj L624,-17.397297524473238,0.0171727174366489,0.0535115526993974,1.5175701807165822,-0.3007703545457794
169,61.64086861337758,120.28,127.2,145.32,42.464261817027335,148.6,155.22,172.98,21.8497126836929,160.49,166.98,171.26,2137,2,282.8642516126697,-26.964530491761824,5.644967106281449,Informer,-13.493235661651449,-0.1778826885673688,0.1225074770758884,2.0616490364581104,-0.5609736431634715
170,44.43873193036305,105.21,112.31,128.56,28.77098172443635,145.81,151.82,163.19,14.835094760752412,158.5,161.35,163.61,2138,2,216.7723124566089,-26.155561074979595,5.378847551338874,Kvarn,-26.49890851341084,-0.2950135272712317,0.1207468675303513,1.78255036046148,0.2516980914423463
171,74.70504503702267,118.34,129.77,161.83,45.82128874302667,162.77,164.04,174.74,29.035277941398853,171.94,172.27,177.53,2139,2,151.61085939063614,-26.77353516914645,5.0213171025071865,NOS 511082.28,26.644283800870213,0.7081553304598047,-0.2344142610273326,1.412040790575734,-0.3625736849009193
172,72.96329999613319,108.55,112.24,127.45,37.40212875570139,155.33,162.17,170.92,22.93869205503497,173.03,172.0,174.62,2140,2,76.05204586504745,-27.31488667870697,4.331417919921994,Hardwicke,14.868036633928169,0.7188458606803337,-0.0756935693880371,0.7091624869364859,-0.900222876637848
173,58.98406246219933,110.17,113.2,136.94,32.48972715430326,151.25,156.82,164.93,18.806670030121104,163.1,167.28,165.75,2141,2,161.01458057875297,-27.09941871271252,5.081494923484868,KWS Zyatt,-10.63415266785836,-0.1296784066067407,0.2263041686717305,1.4462603694453016,-0.6810525928198103
174,66.74344734629372,108.99,117.07,137.62,28.26563442667794,139.39,146.2,155.83,12.27107203579169,165.46,169.46,144.37,2142,2,30.55494945774906,-26.17574741445065,3.4195266842054046,Sj N0514,-33.30663324010218,-0.7127688379231872,0.1536982682255413,-0.2286869908882174,0.2463210232656472
175,57.952117574213645,112.73,120.25,135.82,23.70179940070326,142.55,150.92,150.08,16.885914657870813,159.34,168.17,157.94,2143,2,42.679894787762414,-26.43379273254253,3.753727961289053,Sj L123,-30.58300537030193,-0.4551983625877943,0.3553688124731555,0.0925351651413719,-0.0080219770026417
176,52.32046250931958,106.33,116.14,134.02,22.96328028095485,136.85,143.03,149.21,10.631932198062405,156.16,158.99,147.3,2144,2,12.851659803863985,-26.114280980367624,2.553472970615685,LGW 123,-37.16171920981871,-1.078025673014182,0.3156073869169433,-1.1206989465860513,0.3151920929958507
177,57.78479068922172,114.71,123.31,136.46,33.46572712766355,146.53,154.24,166.49,16.63506816737845,156.52,161.12,163.67,2145,2,46.75886760769885,-26.765927537078845,3.845003919195548,Sj M0498,-11.764466882939898,0.2459097156632828,0.0489040685794144,0.1578528809397528,-0.3327521458917815
