Camera,tube,Depth,Date,Root.length
Cam1_,118,1672,16/05/2019,317
Cam1_,118,1707,16/05/2019,1479
Cam1_,118,1741,16/05/2019,396
Cam1_,118,1776,16/05/2019,591
Cam1_,118,1811,16/05/2019,1248
Cam1_,118,1845,16/05/2019,1517
Cam1_,118,1880,16/05/2019,1100
Cam1_,118,1917,16/05/2019,1968
Cam1_,118,1952,16/05/2019,17
Cam1_,118,1987,16/05/2019,0
Cam1_,118,2019,16/05/2019,846
Cam1_,118,2057,16/05/2019,410
Cam1_,118,2091,16/05/2019,80
Cam1_,118,2126,16/05/2019,789
Cam1_,118,2160,16/05/2019,214
Cam1_,118,2197,16/05/2019,1509
Cam1_,118,2229,16/05/2019,1553
Cam1_,118,2265,16/05/2019,139
Cam1_,118,2302,16/05/2019,566
Cam1_,118,2335,16/05/2019,1910
Cam1_,118,2372,16/05/2019,1900
Cam1_,118,2406,16/05/2019,3319
Cam1_,118,2441,16/05/2019,75
Cam1_,118,2475,16/05/2019,1692
Cam1_,118,2510,16/05/2019,1052
Cam1_,118,2547,16/05/2019,718
Cam1_,118,2580,16/05/2019,644
Cam1_,118,2614,16/05/2019,29
Cam1_,118,2650,16/05/2019,186
Cam1_,118,2685,16/05/2019,277
Cam1_,118,2722,16/05/2019,395
Cam1_,118,2756,16/05/2019,0
Cam1_,118,2791,16/05/2019,0
Cam1_,118,2825,16/05/2019,232
Cam1_,118,2862,16/05/2019,1328
Cam1_,118,2896,16/05/2019,1512
Cam1_,118,2931,16/05/2019,269
Cam1_,118,2965,16/05/2019,321
Cam1_,118,3000,16/05/2019,1050
Cam1_,118,3036,16/05/2019,1545
Cam1_,118,3072,16/05/2019,361
Cam1_,118,3106,16/05/2019,972
Cam1_,118,3142,16/05/2019,773
Cam1_,118,3177,16/05/2019,1148
Cam1_,118,3211,16/05/2019,120
Cam1_,118,3245,16/05/2019,227
Cam1_,118,3280,16/05/2019,0
Cam1_,118,3317,16/05/2019,1046
Cam1_,118,3351,16/05/2019,0
Cam1_,118,3385,16/05/2019,0
Cam1_,118,3422,16/05/2019,0
Cam1_,118,3457,16/05/2019,0
Cam1_,118,3491,16/05/2019,50
Cam1_,118,3527,16/05/2019,327
Cam1_,118,3562,16/05/2019,0
Cam1_,118,3597,16/05/2019,458
Cam1_,118,3630,16/05/2019,88
Cam1_,118,3667,16/05/2019,0
Cam1_,118,3702,16/05/2019,0
Cam1_,118,3736,16/05/2019,0
Cam1_,118,3772,16/05/2019,139
Cam1_,118,3807,16/05/2019,498
Cam1_,118,3841,16/05/2019,350
Cam1_,118,3875,16/05/2019,0
Cam1_,118,3912,16/05/2019,0
Cam1_,118,3946,16/05/2019,0
Cam1_,118,3982,16/05/2019,81
Cam1_,118,4016,16/05/2019,0
Cam1_,118,4051,16/05/2019,0
Cam1_,118,4087,16/05/2019,0
Cam1_,118,4121,16/05/2019,0
Cam1_,118,4155,16/05/2019,0
Cam1_,118,4191,16/05/2019,0
Cam1_,118,4225,16/05/2019,0
Cam1_,118,4261,16/05/2019,0
Cam1_,118,4296,16/05/2019,0
Cam1_,118,4332,16/05/2019,0
Cam1_,118,4366,16/05/2019,0
Cam1_,118,4400,16/05/2019,0
Cam1_,118,4437,16/05/2019,0
Cam1_,118,4471,16/05/2019,0
Cam1_,118,4507,16/05/2019,0
Cam1_,118,4542,16/05/2019,0
Cam1_,118,4577,16/05/2019,0
Cam1_,118,4611,16/05/2019,0
Cam1_,118,4645,16/05/2019,0
Cam1_,118,4682,16/05/2019,0
Cam1_,118,4717,16/05/2019,0
Cam1_,118,4751,16/05/2019,0
Cam1_,118,4787,16/05/2019,0
Cam1_,118,4821,16/05/2019,0
Cam1_,118,4857,16/05/2019,0
Cam1_,118,4891,16/05/2019,0
Cam1_,118,4925,16/05/2019,0
Cam1_,118,4962,16/05/2019,0
Cam1_,118,5003,16/05/2019,0
Cam1_,118,517,16/05/2019,0
Cam1_,118,551,16/05/2019,454
Cam1_,118,585,16/05/2019,582
Cam1_,118,622,16/05/2019,0
Cam1_,118,657,16/05/2019,0
Cam1_,118,689,16/05/2019,66
Cam1_,118,725,16/05/2019,286
Cam1_,118,761,16/05/2019,131
Cam1_,118,797,16/05/2019,1077
Cam1_,118,832,16/05/2019,1390
Cam1_,118,865,16/05/2019,1132
Cam1_,118,901,16/05/2019,472
Cam1_,118,935,16/05/2019,787
Cam1_,118,971,16/05/2019,669
Cam4_,119,1006,16/05/2019,3291
Cam4_,119,1040,16/05/2019,1239
Cam4_,119,1077,16/05/2019,1165
Cam4_,119,1111,16/05/2019,925
Cam4_,119,1145,16/05/2019,715
Cam4_,119,1182,16/05/2019,1723
Cam4_,119,1215,16/05/2019,2533
Cam4_,119,1250,16/05/2019,2269
Cam4_,119,1286,16/05/2019,282
Cam4_,119,1321,16/05/2019,170
Cam4_,119,1356,16/05/2019,474
Cam4_,119,1390,16/05/2019,774
Cam4_,119,1425,16/05/2019,1905
Cam4_,119,1460,16/05/2019,1302
Cam4_,119,1496,16/05/2019,1223
Cam4_,119,1531,16/05/2019,1916
Cam4_,119,1565,16/05/2019,2384
Cam4_,119,1600,16/05/2019,2498
Cam4_,119,1636,16/05/2019,1004
Cam4_,119,1671,16/05/2019,1441
Cam4_,119,1706,16/05/2019,1139
Cam4_,119,1740,16/05/2019,2628
Cam4_,119,1775,16/05/2019,1982
Cam4_,119,1810,16/05/2019,1587
Cam4_,119,1846,16/05/2019,1054
Cam4_,119,1882,16/05/2019,621
Cam4_,119,1915,16/05/2019,1332
Cam4_,119,1950,16/05/2019,1838
Cam4_,119,1986,16/05/2019,1827
Cam4_,119,2021,16/05/2019,2424
Cam4_,119,2055,16/05/2019,1197
Cam4_,119,2091,16/05/2019,414
Cam4_,119,2125,16/05/2019,1071
Cam4_,119,2159,16/05/2019,1635
Cam4_,119,2196,16/05/2019,1937
Cam4_,119,2231,16/05/2019,675
Cam4_,119,2265,16/05/2019,1492
Cam4_,119,2300,16/05/2019,1265
Cam4_,119,2334,16/05/2019,1996
Cam4_,119,2372,16/05/2019,954
Cam4_,119,2404,16/05/2019,120
Cam4_,119,2442,16/05/2019,313
Cam4_,119,2476,16/05/2019,846
Cam4_,119,2510,16/05/2019,754
Cam4_,119,2546,16/05/2019,311
Cam4_,119,2581,16/05/2019,123
Cam4_,119,2616,16/05/2019,240
Cam4_,119,2650,16/05/2019,286
Cam4_,119,2685,16/05/2019,561
Cam4_,119,2721,16/05/2019,568
Cam4_,119,2755,16/05/2019,1618
Cam4_,119,2790,16/05/2019,370
Cam4_,119,2825,16/05/2019,98
Cam4_,119,2861,16/05/2019,100
Cam4_,119,2897,16/05/2019,469
Cam4_,119,2931,16/05/2019,268
Cam4_,119,2965,16/05/2019,934
Cam4_,119,3000,16/05/2019,601
Cam4_,119,3035,16/05/2019,1177
Cam4_,119,3072,16/05/2019,968
Cam4_,119,3107,16/05/2019,432
Cam4_,119,3140,16/05/2019,82
Cam4_,119,3176,16/05/2019,374
Cam4_,119,3211,16/05/2019,57
Cam4_,119,3246,16/05/2019,0
Cam4_,119,3280,16/05/2019,452
Cam4_,119,3314,16/05/2019,791
Cam4_,119,3351,16/05/2019,1135
Cam4_,119,3385,16/05/2019,0
Cam4_,119,3419,16/05/2019,274
Cam4_,119,3455,16/05/2019,0
Cam4_,119,3491,16/05/2019,101
Cam4_,119,3526,16/05/2019,106
Cam4_,119,3560,16/05/2019,437
Cam4_,119,3596,16/05/2019,422
Cam4_,119,3631,16/05/2019,0
Cam4_,119,3665,16/05/2019,120
Cam4_,119,3702,16/05/2019,170
Cam4_,119,3736,16/05/2019,150
Cam4_,119,3769,16/05/2019,309
Cam4_,119,3806,16/05/2019,255
Cam4_,119,3841,16/05/2019,509
Cam4_,119,3875,16/05/2019,359
Cam4_,119,3911,16/05/2019,401
Cam4_,119,3945,16/05/2019,194
Cam4_,119,3979,16/05/2019,710
Cam4_,119,4014,16/05/2019,239
Cam4_,119,4051,16/05/2019,0
Cam4_,119,4086,16/05/2019,0
Cam4_,119,4119,16/05/2019,0
Cam4_,119,4156,16/05/2019,0
Cam4_,119,4189,16/05/2019,0
Cam4_,119,4226,16/05/2019,0
Cam4_,119,4261,16/05/2019,0
Cam4_,119,4295,16/05/2019,0
Cam4_,119,4331,16/05/2019,0
Cam4_,119,4364,16/05/2019,0
Cam4_,119,4401,16/05/2019,0
Cam4_,119,4435,16/05/2019,0
Cam4_,119,4469,16/05/2019,0
Cam4_,119,4506,16/05/2019,0
Cam4_,119,4541,16/05/2019,0
Cam4_,119,4576,16/05/2019,0
Cam4_,119,4610,16/05/2019,0
Cam4_,119,4645,16/05/2019,0
Cam4_,119,4680,16/05/2019,0
Cam4_,119,4715,16/05/2019,0
Cam4_,119,4751,16/05/2019,0
Cam4_,119,4785,16/05/2019,0
Cam4_,119,4819,16/05/2019,0
Cam4_,119,4857,16/05/2019,0
Cam4_,119,4891,16/05/2019,0
Cam4_,119,4927,16/05/2019,0
Cam4_,119,4962,16/05/2019,0
Cam4_,119,5004,16/05/2019,0
Cam4_,119,516,16/05/2019,119
Cam4_,119,551,16/05/2019,414
Cam4_,119,585,16/05/2019,0
Cam4_,119,622,16/05/2019,658
Cam4_,119,656,16/05/2019,903
Cam4_,119,690,16/05/2019,1730
Cam4_,119,726,16/05/2019,1409
Cam4_,119,760,16/05/2019,727
Cam4_,119,795,16/05/2019,714
Cam4_,119,830,16/05/2019,2371
Cam4_,119,865,16/05/2019,1021
Cam4_,119,901,16/05/2019,492
Cam4_,119,935,16/05/2019,551
Cam4_,119,970,16/05/2019,1240
Cam3_,12,1004,16/05/2019,0
Cam3_,12,1041,16/05/2019,289
Cam3_,12,1074,16/05/2019,1295
Cam3_,12,1112,16/05/2019,541
Cam3_,12,1144,16/05/2019,420
Cam3_,12,1179,16/05/2019,1033
Cam3_,12,1217,16/05/2019,628
Cam3_,12,1252,16/05/2019,701
Cam3_,12,1285,16/05/2019,815
Cam3_,12,1321,16/05/2019,0
Cam3_,12,1356,16/05/2019,334
Cam3_,12,1390,16/05/2019,127
Cam3_,12,1427,16/05/2019,1498
Cam3_,12,1461,16/05/2019,246
Cam3_,12,1496,16/05/2019,1389
Cam3_,12,1528,16/05/2019,399
Cam3_,12,1564,16/05/2019,424
Cam3_,12,1601,16/05/2019,1008
Cam3_,12,1633,16/05/2019,1402
Cam3_,12,1668,16/05/2019,469
Cam3_,12,1704,16/05/2019,172
Cam3_,12,1740,16/05/2019,760
Cam3_,12,1775,16/05/2019,658
Cam3_,12,1810,16/05/2019,859
Cam3_,12,1844,16/05/2019,878
Cam3_,12,1881,16/05/2019,0
Cam3_,12,1914,16/05/2019,38
Cam3_,12,1948,16/05/2019,314
Cam3_,12,1985,16/05/2019,552
Cam3_,12,2020,16/05/2019,443
Cam3_,12,2053,16/05/2019,700
Cam3_,12,2089,16/05/2019,378
Cam3_,12,2124,16/05/2019,946
Cam3_,12,2158,16/05/2019,457
Cam3_,12,2195,16/05/2019,1399
Cam3_,12,2231,16/05/2019,5
Cam3_,12,2266,16/05/2019,183
Cam3_,12,2300,16/05/2019,27
Cam3_,12,2335,16/05/2019,0
Cam3_,12,2370,16/05/2019,0
Cam3_,12,2405,16/05/2019,0
Cam3_,12,2442,16/05/2019,0
Cam3_,12,2476,16/05/2019,0
Cam3_,12,2508,16/05/2019,0
Cam3_,12,2545,16/05/2019,0
Cam3_,12,2581,16/05/2019,0
Cam3_,12,2616,16/05/2019,0
Cam3_,12,2650,16/05/2019,0
Cam3_,12,2686,16/05/2019,0
Cam3_,12,2721,16/05/2019,0
Cam3_,12,2754,16/05/2019,0
Cam3_,12,2790,16/05/2019,0
Cam3_,12,2825,16/05/2019,0
Cam3_,12,2859,16/05/2019,0
Cam3_,12,2895,16/05/2019,0
Cam3_,12,2929,16/05/2019,0
Cam3_,12,2965,16/05/2019,0
Cam3_,12,3001,16/05/2019,0
Cam3_,12,3034,16/05/2019,0
Cam3_,12,3069,16/05/2019,0
Cam3_,12,3105,16/05/2019,0
Cam3_,12,3141,16/05/2019,0
Cam3_,12,3175,16/05/2019,0
Cam3_,12,3211,16/05/2019,0
Cam3_,12,3246,16/05/2019,0
Cam3_,12,3282,16/05/2019,0
Cam3_,12,3316,16/05/2019,0
Cam3_,12,3353,16/05/2019,0
Cam3_,12,3385,16/05/2019,0
Cam3_,12,3419,16/05/2019,0
Cam3_,12,3457,16/05/2019,0
Cam3_,12,3491,16/05/2019,0
Cam3_,12,3526,16/05/2019,0
Cam3_,12,3561,16/05/2019,0
Cam3_,12,3595,16/05/2019,0
Cam3_,12,3630,16/05/2019,0
Cam3_,12,3665,16/05/2019,0
Cam3_,12,3702,16/05/2019,0
Cam3_,12,3736,16/05/2019,0
Cam3_,12,3769,16/05/2019,0
Cam3_,12,3805,16/05/2019,0
Cam3_,12,3841,16/05/2019,0
Cam3_,12,3876,16/05/2019,0
Cam3_,12,3910,16/05/2019,0
Cam3_,12,3947,16/05/2019,137
Cam3_,12,3981,16/05/2019,0
Cam3_,12,4014,16/05/2019,0
Cam3_,12,4051,16/05/2019,0
Cam3_,12,4085,16/05/2019,0
Cam3_,12,4120,16/05/2019,0
Cam3_,12,4155,16/05/2019,0
Cam3_,12,4188,16/05/2019,0
Cam3_,12,4225,16/05/2019,0
Cam3_,12,4260,16/05/2019,7
Cam3_,12,4295,16/05/2019,0
Cam3_,12,4329,16/05/2019,0
Cam3_,12,4366,16/05/2019,0
Cam3_,12,4400,16/05/2019,0
Cam3_,12,4434,16/05/2019,0
Cam3_,12,4470,16/05/2019,0
Cam3_,12,4504,16/05/2019,0
Cam3_,12,4539,16/05/2019,3
Cam3_,12,4576,16/05/2019,0
Cam3_,12,4610,16/05/2019,0
Cam3_,12,4644,16/05/2019,0
Cam3_,12,4681,16/05/2019,0
Cam3_,12,4716,16/05/2019,0
Cam3_,12,4751,16/05/2019,2
Cam3_,12,4786,16/05/2019,0
Cam3_,12,4820,16/05/2019,11
Cam3_,12,4855,16/05/2019,0
Cam3_,12,4891,16/05/2019,3
Cam3_,12,4926,16/05/2019,0
Cam3_,12,4961,16/05/2019,0
Cam3_,12,5004,16/05/2019,0
Cam3_,12,515,16/05/2019,113
Cam3_,12,550,16/05/2019,134
Cam3_,12,585,16/05/2019,653
Cam3_,12,620,16/05/2019,28
Cam3_,12,656,16/05/2019,265
Cam3_,12,690,16/05/2019,724
Cam3_,12,724,16/05/2019,629
Cam3_,12,759,16/05/2019,1045
Cam3_,12,794,16/05/2019,351
Cam3_,12,829,16/05/2019,1494
Cam3_,12,863,16/05/2019,1392
Cam3_,12,899,16/05/2019,500
Cam3_,12,937,16/05/2019,230
Cam3_,12,970,16/05/2019,120
Cam3_,120,1006,16/05/2019,61
Cam3_,120,1040,16/05/2019,1374
Cam3_,120,1076,16/05/2019,78
Cam3_,120,1111,16/05/2019,228
Cam3_,120,1146,16/05/2019,721
Cam3_,120,1181,16/05/2019,1479
Cam3_,120,1215,16/05/2019,1835
Cam3_,120,1249,16/05/2019,1110
Cam3_,120,1285,16/05/2019,91
Cam3_,120,1321,16/05/2019,473
Cam3_,120,1356,16/05/2019,1734
Cam3_,120,1390,16/05/2019,800
Cam3_,120,1426,16/05/2019,304
Cam3_,120,1458,16/05/2019,72
Cam3_,120,1495,16/05/2019,593
Cam3_,120,1530,16/05/2019,877
Cam3_,120,1565,16/05/2019,600
Cam3_,120,1599,16/05/2019,393
Cam3_,120,1636,16/05/2019,479
Cam3_,120,1669,16/05/2019,255
Cam3_,120,1704,16/05/2019,36
Cam3_,120,1741,16/05/2019,560
Cam3_,120,1775,16/05/2019,119
Cam3_,120,1809,16/05/2019,70
Cam3_,120,1846,16/05/2019,386
Cam3_,120,1880,16/05/2019,356
Cam3_,120,1914,16/05/2019,964
Cam3_,120,1950,16/05/2019,351
Cam3_,120,1986,16/05/2019,0
Cam3_,120,2021,16/05/2019,100
Cam3_,120,2055,16/05/2019,0
Cam3_,120,2090,16/05/2019,286
Cam3_,120,2125,16/05/2019,268
Cam3_,120,2158,16/05/2019,145
Cam3_,120,2196,16/05/2019,887
Cam3_,120,2230,16/05/2019,324
Cam3_,120,2264,16/05/2019,0
Cam3_,120,2300,16/05/2019,0
Cam3_,120,2335,16/05/2019,496
Cam3_,120,2372,16/05/2019,77
Cam3_,120,2405,16/05/2019,1630
Cam3_,120,2441,16/05/2019,273
Cam3_,120,2477,16/05/2019,458
Cam3_,120,2510,16/05/2019,1164
Cam3_,120,2546,16/05/2019,610
Cam3_,120,2580,16/05/2019,622
Cam3_,120,2616,16/05/2019,886
Cam3_,120,2651,16/05/2019,1453
Cam3_,120,2686,16/05/2019,654
Cam3_,120,2721,16/05/2019,593
Cam3_,120,2756,16/05/2019,697
Cam3_,120,2791,16/05/2019,1054
Cam3_,120,2827,16/05/2019,252
Cam3_,120,2860,16/05/2019,1311
Cam3_,120,2896,16/05/2019,376
Cam3_,120,2931,16/05/2019,1078
Cam3_,120,2967,16/05/2019,1080
Cam3_,120,3000,16/05/2019,1245
Cam3_,120,3036,16/05/2019,344
Cam3_,120,3070,16/05/2019,753
Cam3_,120,3106,16/05/2019,715
Cam3_,120,3141,16/05/2019,704
Cam3_,120,3175,16/05/2019,1480
Cam3_,120,3211,16/05/2019,2035
Cam3_,120,3245,16/05/2019,757
Cam3_,120,3282,16/05/2019,700
Cam3_,120,3317,16/05/2019,490
Cam3_,120,3351,16/05/2019,131
Cam3_,120,3386,16/05/2019,53
Cam3_,120,3422,16/05/2019,192
Cam3_,120,3455,16/05/2019,116
Cam3_,120,3491,16/05/2019,74
Cam3_,120,3526,16/05/2019,323
Cam3_,120,3561,16/05/2019,796
Cam3_,120,3595,16/05/2019,477
Cam3_,120,3631,16/05/2019,0
Cam3_,120,3667,16/05/2019,0
Cam3_,120,3701,16/05/2019,0
Cam3_,120,3735,16/05/2019,0
Cam3_,120,3772,16/05/2019,0
Cam3_,120,3806,16/05/2019,0
Cam3_,120,3840,16/05/2019,0
Cam3_,120,3876,16/05/2019,0
Cam3_,120,3910,16/05/2019,0
Cam3_,120,3946,16/05/2019,0
Cam3_,120,3980,16/05/2019,0
Cam3_,120,4015,16/05/2019,0
Cam3_,120,4051,16/05/2019,0
Cam3_,120,4086,16/05/2019,0
Cam3_,120,4120,16/05/2019,0
Cam3_,120,4155,16/05/2019,0
Cam3_,120,4191,16/05/2019,0
Cam3_,120,4224,16/05/2019,0
Cam3_,120,4261,16/05/2019,0
Cam3_,120,4297,16/05/2019,0
Cam3_,120,4330,16/05/2019,0
Cam3_,120,4366,16/05/2019,0
Cam3_,120,4400,16/05/2019,0
Cam3_,120,4435,16/05/2019,0
Cam3_,120,4470,16/05/2019,0
Cam3_,120,4507,16/05/2019,0
Cam3_,120,4541,16/05/2019,0
Cam3_,120,4575,16/05/2019,0
Cam3_,120,4611,16/05/2019,0
Cam3_,120,4646,16/05/2019,0
Cam3_,120,4681,16/05/2019,0
Cam3_,120,4714,16/05/2019,0
Cam3_,120,4751,16/05/2019,0
Cam3_,120,4786,16/05/2019,0
Cam3_,120,4821,16/05/2019,0
Cam3_,120,4855,16/05/2019,0
Cam3_,120,4891,16/05/2019,0
Cam3_,120,4926,16/05/2019,0
Cam3_,120,4963,16/05/2019,0
Cam3_,120,5003,16/05/2019,0
Cam3_,120,514,16/05/2019,0
Cam3_,120,549,16/05/2019,0
Cam3_,120,584,16/05/2019,31
Cam3_,120,620,16/05/2019,0
Cam3_,120,653,16/05/2019,0
Cam3_,120,689,16/05/2019,522
Cam3_,120,725,16/05/2019,1199
Cam3_,120,760,16/05/2019,1371
Cam3_,120,795,16/05/2019,130
Cam3_,120,832,16/05/2019,654
Cam3_,120,866,16/05/2019,1061
Cam3_,120,898,16/05/2019,1087
Cam3_,120,937,16/05/2019,322
Cam3_,120,971,16/05/2019,637
Cam2_,121,1006,16/05/2019,889
Cam2_,121,1042,16/05/2019,914
Cam2_,121,1075,16/05/2019,1559
Cam2_,121,1112,16/05/2019,1347
Cam2_,121,1146,16/05/2019,949
Cam2_,121,1182,16/05/2019,657
Cam2_,121,1217,16/05/2019,159
Cam2_,121,1251,16/05/2019,0
Cam2_,121,1286,16/05/2019,415
Cam2_,121,1322,16/05/2019,351
Cam2_,121,1357,16/05/2019,139
Cam2_,121,1393,16/05/2019,99
Cam2_,121,1426,16/05/2019,855
Cam2_,121,1460,16/05/2019,930
Cam2_,121,1497,16/05/2019,631
Cam2_,121,1531,16/05/2019,708
Cam2_,121,1566,16/05/2019,270
Cam2_,121,1602,16/05/2019,56
Cam2_,121,1636,16/05/2019,215
Cam2_,121,1672,16/05/2019,30
Cam2_,121,1706,16/05/2019,169
Cam2_,121,1742,16/05/2019,136
Cam2_,121,1777,16/05/2019,139
Cam2_,121,1811,16/05/2019,187
Cam2_,121,1846,16/05/2019,156
Cam2_,121,1882,16/05/2019,495
Cam2_,121,1916,16/05/2019,0
Cam2_,121,1952,16/05/2019,41
Cam2_,121,1986,16/05/2019,0
Cam2_,121,2022,16/05/2019,69
Cam2_,121,2056,16/05/2019,711
Cam2_,121,2092,16/05/2019,504
Cam2_,121,2128,16/05/2019,418
Cam2_,121,2162,16/05/2019,547
Cam2_,121,2195,16/05/2019,590
Cam2_,121,2231,16/05/2019,1710
Cam2_,121,2267,16/05/2019,2167
Cam2_,121,2300,16/05/2019,1896
Cam2_,121,2336,16/05/2019,1647
Cam2_,121,2372,16/05/2019,888
Cam2_,121,2407,16/05/2019,707
Cam2_,121,2441,16/05/2019,682
Cam2_,121,2475,16/05/2019,1536
Cam2_,121,2512,16/05/2019,99
Cam2_,121,2547,16/05/2019,852
Cam2_,121,2581,16/05/2019,864
Cam2_,121,2615,16/05/2019,1906
Cam2_,121,2650,16/05/2019,580
Cam2_,121,2686,16/05/2019,866
Cam2_,121,2722,16/05/2019,1388
Cam2_,121,2757,16/05/2019,626
Cam2_,121,2791,16/05/2019,553
Cam2_,121,2825,16/05/2019,256
Cam2_,121,2861,16/05/2019,923
Cam2_,121,2896,16/05/2019,248
Cam2_,121,2932,16/05/2019,1254
Cam2_,121,2966,16/05/2019,1354
Cam2_,121,3001,16/05/2019,589
Cam2_,121,3038,16/05/2019,0
Cam2_,121,3072,16/05/2019,103
Cam2_,121,3108,16/05/2019,484
Cam2_,121,3141,16/05/2019,523
Cam2_,121,3177,16/05/2019,293
Cam2_,121,3212,16/05/2019,170
Cam2_,121,3247,16/05/2019,0
Cam2_,121,3282,16/05/2019,0
Cam2_,121,3317,16/05/2019,0
Cam2_,121,3353,16/05/2019,514
Cam2_,121,3386,16/05/2019,450
Cam2_,121,3422,16/05/2019,204
Cam2_,121,3456,16/05/2019,37
Cam2_,121,3491,16/05/2019,360
Cam2_,121,3526,16/05/2019,832
Cam2_,121,3562,16/05/2019,266
Cam2_,121,3596,16/05/2019,918
Cam2_,121,3631,16/05/2019,221
Cam2_,121,3667,16/05/2019,0
Cam2_,121,3701,16/05/2019,0
Cam2_,121,3736,16/05/2019,62
Cam2_,121,3770,16/05/2019,218
Cam2_,121,3806,16/05/2019,129
Cam2_,121,3842,16/05/2019,0
Cam2_,121,3876,16/05/2019,0
Cam2_,121,3911,16/05/2019,0
Cam2_,121,3946,16/05/2019,0
Cam2_,121,3979,16/05/2019,0
Cam2_,121,4015,16/05/2019,0
Cam2_,121,4051,16/05/2019,0
Cam2_,121,4085,16/05/2019,0
Cam2_,121,4121,16/05/2019,0
Cam2_,121,4156,16/05/2019,0
Cam2_,121,4192,16/05/2019,0
Cam2_,121,4227,16/05/2019,0
Cam2_,121,4262,16/05/2019,0
Cam2_,121,4296,16/05/2019,0
Cam2_,121,4332,16/05/2019,0
Cam2_,121,4366,16/05/2019,0
Cam2_,121,4401,16/05/2019,0
Cam2_,121,4436,16/05/2019,0
Cam2_,121,4472,16/05/2019,0
Cam2_,121,4506,16/05/2019,0
Cam2_,121,4541,16/05/2019,0
Cam2_,121,4576,16/05/2019,0
Cam2_,121,4612,16/05/2019,0
Cam2_,121,4646,16/05/2019,0
Cam2_,121,4681,16/05/2019,0
Cam2_,121,4717,16/05/2019,0
Cam2_,121,4751,16/05/2019,0
Cam2_,121,4786,16/05/2019,0
Cam2_,121,4822,16/05/2019,0
Cam2_,121,4857,16/05/2019,0
Cam2_,121,4892,16/05/2019,0
Cam2_,121,4927,16/05/2019,0
Cam2_,121,4961,16/05/2019,0
Cam2_,121,5004,16/05/2019,0
Cam2_,121,517,16/05/2019,0
Cam2_,121,551,16/05/2019,0
Cam2_,121,585,16/05/2019,0
Cam2_,121,621,16/05/2019,8
Cam2_,121,655,16/05/2019,1116
Cam2_,121,689,16/05/2019,388
Cam2_,121,727,16/05/2019,137
Cam2_,121,761,16/05/2019,124
Cam2_,121,796,16/05/2019,0
Cam2_,121,832,16/05/2019,133
Cam2_,121,866,16/05/2019,0
Cam2_,121,902,16/05/2019,511
Cam2_,121,936,16/05/2019,0
Cam2_,121,972,16/05/2019,874
Cam1_,122,1006,16/05/2019,2001
Cam1_,122,1041,16/05/2019,836
Cam1_,122,1076,16/05/2019,53
Cam1_,122,1112,16/05/2019,222
Cam1_,122,1147,16/05/2019,665
Cam1_,122,1180,16/05/2019,577
Cam1_,122,1217,16/05/2019,1724
Cam1_,122,1250,16/05/2019,1718
Cam1_,122,1287,16/05/2019,1458
Cam1_,122,1321,16/05/2019,1050
Cam1_,122,1356,16/05/2019,2572
Cam1_,122,1391,16/05/2019,2515
Cam1_,122,1425,16/05/2019,1759
Cam1_,122,1461,16/05/2019,697
Cam1_,122,1496,16/05/2019,761
Cam1_,122,1530,16/05/2019,392
Cam1_,122,1566,16/05/2019,591
Cam1_,122,1601,16/05/2019,1148
Cam1_,122,1636,16/05/2019,1768
Cam1_,122,1671,16/05/2019,1964
Cam1_,122,1706,16/05/2019,3507
Cam1_,122,1741,16/05/2019,1094
Cam1_,122,1776,16/05/2019,93
Cam1_,122,1811,16/05/2019,1951
Cam1_,122,1848,16/05/2019,1345
Cam1_,122,1882,16/05/2019,1822
Cam1_,122,1916,16/05/2019,1376
Cam1_,122,1951,16/05/2019,1055
Cam1_,122,1986,16/05/2019,1693
Cam1_,122,2020,16/05/2019,1155
Cam1_,122,2055,16/05/2019,1862
Cam1_,122,2092,16/05/2019,1695
Cam1_,122,2126,16/05/2019,2774
Cam1_,122,2160,16/05/2019,3226
Cam1_,122,2197,16/05/2019,2918
Cam1_,122,2232,16/05/2019,4714
Cam1_,122,2266,16/05/2019,2862
Cam1_,122,2302,16/05/2019,2952
Cam1_,122,2337,16/05/2019,1217
Cam1_,122,2371,16/05/2019,2029
Cam1_,122,2405,16/05/2019,1843
Cam1_,122,2442,16/05/2019,1247
Cam1_,122,2477,16/05/2019,446
Cam1_,122,2512,16/05/2019,1779
Cam1_,122,2546,16/05/2019,506
Cam1_,122,2582,16/05/2019,541
Cam1_,122,2616,16/05/2019,1469
Cam1_,122,2651,16/05/2019,638
Cam1_,122,2686,16/05/2019,839
Cam1_,122,2721,16/05/2019,1433
Cam1_,122,2757,16/05/2019,1104
Cam1_,122,2790,16/05/2019,1128
Cam1_,122,2827,16/05/2019,937
Cam1_,122,2861,16/05/2019,365
Cam1_,122,2897,16/05/2019,1792
Cam1_,122,2931,16/05/2019,1621
Cam1_,122,2967,16/05/2019,1793
Cam1_,122,3002,16/05/2019,2775
Cam1_,122,3036,16/05/2019,1423
Cam1_,122,3072,16/05/2019,662
Cam1_,122,3107,16/05/2019,350
Cam1_,122,3142,16/05/2019,1002
Cam1_,122,3176,16/05/2019,1473
Cam1_,122,3212,16/05/2019,557
Cam1_,122,3247,16/05/2019,1155
Cam1_,122,3282,16/05/2019,1629
Cam1_,122,3317,16/05/2019,796
Cam1_,122,3353,16/05/2019,134
Cam1_,122,3387,16/05/2019,326
