Camera,tube,Depth,Date,Root length
Cam4,120,1916,17/05/2018,716
Cam4,120,1945,17/05/2018,630
Cam4,120,1975,17/05/2018,501
Cam4,120,2006,17/05/2018,1470
Cam4,120,2035,17/05/2018,479
Cam4,120,2065,17/05/2018,893
Cam4,120,2096,17/05/2018,1451
Cam4,120,2124,17/05/2018,936
Cam4,120,2155,17/05/2018,1707
Cam4,120,2186,17/05/2018,2244
Cam4,120,2246,17/05/2018,585
Cam4,120,2276,17/05/2018,549
Cam4,120,2306,17/05/2018,141
Cam4,120,2335,17/05/2018,300
Cam4,120,2366,17/05/2018,954
Cam4,120,2396,17/05/2018,418
Cam4,120,2426,17/05/2018,389
Cam4,120,2454,17/05/2018,464
Cam4,120,2485,17/05/2018,803
Cam4,120,2515,17/05/2018,991
Cam4,120,2546,17/05/2018,1724
Cam4,120,2576,17/05/2018,1323
Cam4,120,2636,17/05/2018,545
Cam4,120,2666,17/05/2018,708
Cam4,120,2695,17/05/2018,0
Cam4,120,2725,17/05/2018,445
Cam4,120,2754,17/05/2018,970
Cam4,120,2784,17/05/2018,1553
Cam4,120,2816,17/05/2018,2437
Cam4,120,2845,17/05/2018,1086
Cam4,120,2875,17/05/2018,254
Cam4,120,2906,17/05/2018,432
Cam4,120,2935,17/05/2018,397
Cam4,120,2966,17/05/2018,46
Cam4,120,2996,17/05/2018,166
Cam4,120,3025,17/05/2018,108
Cam4,120,3055,17/05/2018,352
Cam4,120,3085,17/05/2018,0
Cam4,120,3114,17/05/2018,304
Cam4,120,3146,17/05/2018,1076
Cam4,120,3176,17/05/2018,112
Cam4,120,3205,17/05/2018,50
Cam4,120,3236,17/05/2018,206
Cam4,120,3266,17/05/2018,512
Cam4,120,3295,17/05/2018,305
Cam4,120,3326,17/05/2018,599
Cam4,120,3356,17/05/2018,108
Cam4,120,3386,17/05/2018,0
Cam4,120,3417,17/05/2018,0
Cam4,120,3446,17/05/2018,9
Cam4,120,3476,17/05/2018,21
Cam4,120,3505,17/05/2018,383
Cam4,120,3536,17/05/2018,0
Cam4,120,3566,17/05/2018,0
Cam4,120,3596,17/05/2018,19
Cam4,120,3626,17/05/2018,40
Cam4,120,3656,17/05/2018,0
Cam4,120,3686,17/05/2018,0
Cam4,120,3715,17/05/2018,0
Cam4,120,3746,17/05/2018,0
Cam4,120,3776,17/05/2018,0
Cam4,120,3806,17/05/2018,0
Cam4,120,3835,17/05/2018,0
Cam4,120,3865,17/05/2018,0
Cam4,120,3896,17/05/2018,0
Cam4,120,3924,17/05/2018,0
Cam4,120,3956,17/05/2018,0
Cam4,120,3985,17/05/2018,0
Cam4,120,4016,17/05/2018,0
Cam4,120,4046,17/05/2018,0
Cam4,120,4075,17/05/2018,0
Cam4,120,4105,17/05/2018,0
Cam4,120,4135,17/05/2018,0
Cam4,120,4165,17/05/2018,0
Cam4,120,4194,17/05/2018,0
Cam4,120,4224,17/05/2018,0
Cam4,120,4256,17/05/2018,0
Cam4,120,4285,17/05/2018,0
Cam4,120,4315,17/05/2018,0
Cam4,120,4345,17/05/2018,0
Cam4,120,4376,17/05/2018,0
Cam4,120,4406,17/05/2018,0
Cam4,120,4436,17/05/2018,0
Cam4,120,4465,17/05/2018,0
Cam4,120,4504,17/05/2018,25
Cam3,121,1014,17/05/2018,1244
Cam3,121,1045,17/05/2018,1626
Cam3,121,1075,17/05/2018,1245
Cam3,121,1105,17/05/2018,689
Cam3,121,1135,17/05/2018,1224
Cam3,121,1165,17/05/2018,882
Cam3,121,1195,17/05/2018,955
Cam3,121,1224,17/05/2018,1174
Cam3,121,1256,17/05/2018,774
Cam3,121,1285,17/05/2018,1678
Cam3,121,1315,17/05/2018,172
Cam3,121,1344,17/05/2018,910
Cam3,121,1374,17/05/2018,1123
Cam3,121,1405,17/05/2018,767
Cam3,121,1436,17/05/2018,1626
Cam3,121,1467,17/05/2018,963
Cam3,121,1494,17/05/2018,511
Cam3,121,1525,17/05/2018,1799
Cam3,121,1554,17/05/2018,1802
Cam3,121,1586,17/05/2018,428
Cam3,121,1616,17/05/2018,470
Cam3,121,1645,17/05/2018,51
Cam3,121,1676,17/05/2018,433
Cam3,121,1706,17/05/2018,232
Cam3,121,1735,17/05/2018,231
Cam3,121,1766,17/05/2018,294
Cam3,121,1796,17/05/2018,439
Cam3,121,1827,17/05/2018,103
Cam3,121,1857,17/05/2018,300
Cam3,121,1887,17/05/2018,183
Cam3,121,1916,17/05/2018,1
Cam3,121,1944,17/05/2018,142
Cam3,121,1975,17/05/2018,409
Cam3,121,2005,17/05/2018,329
Cam3,121,2034,17/05/2018,710
Cam3,121,2065,17/05/2018,382
Cam3,121,2094,17/05/2018,1468
Cam3,121,2126,17/05/2018,928
Cam3,121,2155,17/05/2018,1216
Cam3,121,2185,17/05/2018,1433
Cam3,121,2215,17/05/2018,2133
Cam3,121,2244,17/05/2018,1499
Cam3,121,2307,17/05/2018,1149
Cam3,121,2335,17/05/2018,669
Cam3,121,2366,17/05/2018,359
Cam3,121,2395,17/05/2018,106
Cam3,121,2426,17/05/2018,257
Cam3,121,2454,17/05/2018,0
Cam3,121,2486,17/05/2018,260
Cam3,121,2516,17/05/2018,304
Cam3,121,2543,17/05/2018,429
Cam3,121,2576,17/05/2018,103
Cam3,121,2604,17/05/2018,138
Cam3,121,2636,17/05/2018,291
Cam3,121,2666,17/05/2018,202
Cam3,121,2695,17/05/2018,544
Cam3,121,2725,17/05/2018,763
Cam3,121,2754,17/05/2018,0
Cam3,121,2786,17/05/2018,602
Cam3,121,2816,17/05/2018,28
Cam3,121,2846,17/05/2018,40
Cam3,121,2876,17/05/2018,595
Cam3,121,2906,17/05/2018,529
Cam3,121,2935,17/05/2018,0
Cam3,121,2967,17/05/2018,0
Cam3,121,2996,17/05/2018,395
Cam3,121,3025,17/05/2018,547
Cam3,121,3055,17/05/2018,826
Cam3,121,3086,17/05/2018,812
Cam3,121,3115,17/05/2018,852
Cam3,121,3144,17/05/2018,68
Cam3,121,3174,17/05/2018,211
Cam3,121,3235,17/05/2018,539
Cam3,121,3265,17/05/2018,293
Cam3,121,3297,17/05/2018,68
Cam3,121,3326,17/05/2018,165
Cam3,121,3356,17/05/2018,137
Cam3,121,3385,17/05/2018,20
Cam3,121,3415,17/05/2018,0
Cam3,121,3444,17/05/2018,218
Cam3,121,3475,17/05/2018,300
Cam3,121,3505,17/05/2018,6
Cam3,121,3536,17/05/2018,103
Cam3,121,3565,17/05/2018,488
Cam3,121,3595,17/05/2018,149
Cam3,121,3625,17/05/2018,0
Cam3,121,3656,17/05/2018,0
Cam3,121,3687,17/05/2018,167
Cam3,121,3715,17/05/2018,30
Cam3,121,3747,17/05/2018,40
Cam3,121,3775,17/05/2018,0
Cam3,121,3805,17/05/2018,0
Cam3,121,3834,17/05/2018,0
Cam3,121,3865,17/05/2018,0
Cam3,121,3896,17/05/2018,0
Cam3,121,3955,17/05/2018,0
Cam3,121,3986,17/05/2018,0
Cam3,121,4016,17/05/2018,11
Cam3,121,4047,17/05/2018,0
Cam3,121,4105,17/05/2018,0
Cam3,121,4136,17/05/2018,0
Cam3,121,4165,17/05/2018,0
Cam3,121,4196,17/05/2018,0
Cam3,121,4226,17/05/2018,0
Cam3,121,4256,17/05/2018,0
Cam3,121,4284,17/05/2018,0
Cam3,121,4316,17/05/2018,0
Cam3,121,4345,17/05/2018,0
Cam3,121,4377,17/05/2018,0
Cam3,121,4406,17/05/2018,0
Cam3,121,4437,17/05/2018,0
Cam3,121,4464,17/05/2018,0
Cam3,121,4505,17/05/2018,0
Cam2,122,1014,17/05/2018,837
Cam2,122,1045,17/05/2018,1435
Cam2,122,1076,17/05/2018,1159
Cam2,122,1106,17/05/2018,1578
Cam2,122,1136,17/05/2018,683
Cam2,122,1167,17/05/2018,1050
Cam2,122,1197,17/05/2018,1451
Cam2,122,1227,17/05/2018,1127
Cam2,122,1256,17/05/2018,115
Cam2,122,1287,17/05/2018,935
Cam2,122,1316,17/05/2018,445
Cam2,122,1345,17/05/2018,779
Cam2,122,1375,17/05/2018,860
Cam2,122,1406,17/05/2018,2721
Cam2,122,1436,17/05/2018,1343
Cam2,122,1466,17/05/2018,510
Cam2,122,1496,17/05/2018,83
Cam2,122,1524,17/05/2018,501
Cam2,122,1555,17/05/2018,1889
Cam2,122,1586,17/05/2018,1677
Cam2,122,1616,17/05/2018,1631
Cam2,122,1644,17/05/2018,708
Cam2,122,1675,17/05/2018,550
Cam2,122,1705,17/05/2018,845
Cam2,122,1735,17/05/2018,495
Cam2,122,1767,17/05/2018,508
Cam2,122,1797,17/05/2018,612
Cam2,122,1826,17/05/2018,1272
Cam2,122,1856,17/05/2018,2275
Cam2,122,1886,17/05/2018,1985
Cam2,122,1916,17/05/2018,1790
Cam2,122,1946,17/05/2018,1667
Cam2,122,1976,17/05/2018,1490
Cam2,122,2005,17/05/2018,1821
Cam2,122,2036,17/05/2018,1821
Cam2,122,2067,17/05/2018,2412
Cam2,122,2095,17/05/2018,2377
Cam2,122,2126,17/05/2018,2382
Cam2,122,2156,17/05/2018,2824
Cam2,122,2187,17/05/2018,2659
Cam2,122,2216,17/05/2018,3375
Cam2,122,2246,17/05/2018,1762
Cam2,122,2277,17/05/2018,1102
Cam2,122,2306,17/05/2018,725
Cam2,122,2335,17/05/2018,717
Cam2,122,2366,17/05/2018,634
Cam2,122,2394,17/05/2018,512
Cam2,122,2425,17/05/2018,249
Cam2,122,2454,17/05/2018,704
Cam2,122,2485,17/05/2018,559
Cam2,122,2516,17/05/2018,1068
Cam2,122,2545,17/05/2018,411
Cam2,122,2577,17/05/2018,407
Cam2,122,2606,17/05/2018,270
Cam2,122,2636,17/05/2018,903
Cam2,122,2665,17/05/2018,820
Cam2,122,2695,17/05/2018,122
Cam2,122,2725,17/05/2018,3
Cam2,122,2755,17/05/2018,383
Cam2,122,2787,17/05/2018,532
Cam2,122,2817,17/05/2018,284
Cam2,122,2846,17/05/2018,524
Cam2,122,2876,17/05/2018,154
Cam2,122,2907,17/05/2018,0
Cam2,122,2936,17/05/2018,214
Cam2,122,2967,17/05/2018,420
Cam2,122,2996,17/05/2018,858
Cam2,122,3025,17/05/2018,354
Cam2,122,3056,17/05/2018,170
Cam2,122,3085,17/05/2018,330
Cam2,122,3117,17/05/2018,98
Cam2,122,3146,17/05/2018,0
Cam2,122,3177,17/05/2018,0
Cam2,122,3206,17/05/2018,376
Cam2,122,3235,17/05/2018,85
Cam2,122,3267,17/05/2018,0
Cam2,122,3296,17/05/2018,0
Cam2,122,3325,17/05/2018,44
Cam2,122,3356,17/05/2018,0
Cam2,122,3387,17/05/2018,0
Cam2,122,3416,17/05/2018,0
Cam2,122,3447,17/05/2018,0
Cam2,122,3477,17/05/2018,14
Cam2,122,3506,17/05/2018,562
Cam2,122,3536,17/05/2018,105
Cam2,122,3566,17/05/2018,0
Cam2,122,3595,17/05/2018,0
Cam2,122,3625,17/05/2018,0
Cam2,122,3656,17/05/2018,0
Cam2,122,3686,17/05/2018,0
Cam2,122,3715,17/05/2018,35
Cam2,122,3745,17/05/2018,0
Cam2,122,3777,17/05/2018,0
Cam2,122,3806,17/05/2018,0
Cam2,122,3836,17/05/2018,0
Cam2,122,3865,17/05/2018,0
Cam2,122,3897,17/05/2018,0
Cam2,122,3925,17/05/2018,0
Cam2,122,3986,17/05/2018,0
Cam2,122,4017,17/05/2018,6
Cam2,122,4047,17/05/2018,0
Cam2,122,4077,17/05/2018,0
Cam2,122,4105,17/05/2018,0
Cam2,122,4137,17/05/2018,0
Cam2,122,4165,17/05/2018,0
Cam2,122,4197,17/05/2018,26
Cam2,122,4225,17/05/2018,0
Cam2,122,4257,17/05/2018,13
Cam2,122,4317,17/05/2018,0
Cam2,122,4345,17/05/2018,0
Cam2,122,4377,17/05/2018,0
Cam2,122,4406,17/05/2018,0
Cam2,122,4466,17/05/2018,0
Cam2,122,4503,17/05/2018,0
Cam1,123,1045,17/05/2018,3017
Cam1,123,1076,17/05/2018,3021
Cam1,123,1104,17/05/2018,2529
Cam1,123,1135,17/05/2018,1987
Cam1,123,1164,17/05/2018,3536
Cam1,123,1195,17/05/2018,3773
Cam1,123,1227,17/05/2018,2707
Cam1,123,1256,17/05/2018,937
Cam1,123,1284,17/05/2018,1255
Cam1,123,1314,17/05/2018,618
Cam1,123,1345,17/05/2018,1082
Cam1,123,1375,17/05/2018,1047
Cam1,123,1405,17/05/2018,1186
Cam1,123,1435,17/05/2018,1873
Cam1,123,1465,17/05/2018,2272
Cam1,123,1495,17/05/2018,1890
Cam1,123,1525,17/05/2018,1868
Cam1,123,1556,17/05/2018,1210
Cam1,123,1585,17/05/2018,227
Cam1,123,1614,17/05/2018,983
Cam1,123,1646,17/05/2018,872
Cam1,123,1676,17/05/2018,1312
Cam1,123,1706,17/05/2018,2055
Cam1,123,1736,17/05/2018,2060
Cam1,123,1766,17/05/2018,898
Cam1,123,1796,17/05/2018,996
Cam1,123,1826,17/05/2018,417
Cam1,123,1857,17/05/2018,801
Cam1,123,1886,17/05/2018,1398
Cam1,123,1916,17/05/2018,1118
Cam1,123,1944,17/05/2018,374
Cam1,123,1976,17/05/2018,588
Cam1,123,2006,17/05/2018,1372
Cam1,123,2036,17/05/2018,1911
Cam1,123,2066,17/05/2018,1610
Cam1,123,2095,17/05/2018,63
Cam1,123,2125,17/05/2018,409
Cam1,123,2157,17/05/2018,1539
Cam1,123,2184,17/05/2018,1577
Cam1,123,2214,17/05/2018,1764
Cam1,123,2245,17/05/2018,514
Cam1,123,2275,17/05/2018,1197
Cam1,123,2305,17/05/2018,981
Cam1,123,2336,17/05/2018,722
Cam1,123,2366,17/05/2018,762
Cam1,123,2425,17/05/2018,240
Cam1,123,2456,17/05/2018,552
Cam1,123,2486,17/05/2018,257
Cam1,123,2515,17/05/2018,999
Cam1,123,2547,17/05/2018,1134
Cam1,123,2576,17/05/2018,488
Cam1,123,2606,17/05/2018,693
Cam1,123,2634,17/05/2018,552
Cam1,123,2665,17/05/2018,399
Cam1,123,2725,17/05/2018,638
Cam1,123,2755,17/05/2018,584
Cam1,123,2785,17/05/2018,961
Cam1,123,2817,17/05/2018,600
Cam1,123,2846,17/05/2018,256
Cam1,123,2877,17/05/2018,263
Cam1,123,2906,17/05/2018,1073
Cam1,123,2937,17/05/2018,1088
Cam1,123,2964,17/05/2018,892
Cam1,123,2995,17/05/2018,469
Cam1,123,3086,17/05/2018,314
Cam1,123,3116,17/05/2018,145
Cam1,123,3146,17/05/2018,210
Cam1,123,3176,17/05/2018,939
Cam1,123,3207,17/05/2018,1304
Cam1,123,3236,17/05/2018,663
Cam1,123,3265,17/05/2018,105
Cam1,123,3295,17/05/2018,590
Cam1,123,3326,17/05/2018,97
Cam1,123,3355,17/05/2018,6
Cam1,123,3386,17/05/2018,0
Cam1,123,3415,17/05/2018,0
Cam1,123,3444,17/05/2018,0
Cam1,123,3476,17/05/2018,119
Cam1,123,3505,17/05/2018,616
Cam1,123,3537,17/05/2018,42
Cam1,123,3566,17/05/2018,46
Cam1,123,3597,17/05/2018,0
Cam1,123,3626,17/05/2018,14
Cam1,123,3657,17/05/2018,17
Cam1,123,3685,17/05/2018,0
Cam1,123,3715,17/05/2018,32
Cam1,123,3745,17/05/2018,36
Cam1,123,3775,17/05/2018,39
Cam1,123,3806,17/05/2018,0
Cam1,123,3835,17/05/2018,5
Cam1,123,3866,17/05/2018,112
Cam1,123,3896,17/05/2018,27
Cam1,123,3926,17/05/2018,0
Cam1,123,3956,17/05/2018,19
Cam1,123,3987,17/05/2018,0
Cam1,123,4016,17/05/2018,0
Cam1,123,4046,17/05/2018,0
Cam1,123,4076,17/05/2018,21
Cam1,123,4106,17/05/2018,0
Cam1,123,4135,17/05/2018,48
Cam1,123,4165,17/05/2018,0
Cam1,123,4195,17/05/2018,0
Cam1,123,4226,17/05/2018,27
Cam1,123,4255,17/05/2018,0
Cam1,123,4285,17/05/2018,0
Cam1,123,4317,17/05/2018,0
Cam1,123,4346,17/05/2018,0
Cam1,123,4376,17/05/2018,0
Cam1,123,4405,17/05/2018,179
Cam1,123,4435,17/05/2018,0
Cam1,123,4465,17/05/2018,38
Cam1,123,4503,17/05/2018,0
Cam3,124,1047,17/05/2018,594
Cam3,124,1074,17/05/2018,76
Cam3,124,1105,17/05/2018,8
Cam3,124,1166,17/05/2018,1163
Cam3,124,1197,17/05/2018,464
Cam3,124,1227,17/05/2018,310
Cam3,124,1256,17/05/2018,544
Cam3,124,1284,17/05/2018,988
Cam3,124,1317,17/05/2018,1479
Cam3,124,1344,17/05/2018,499
Cam3,124,1404,17/05/2018,33
Cam3,124,1436,17/05/2018,350
Cam3,124,1466,17/05/2018,1030
Cam3,124,1494,17/05/2018,1021
Cam3,124,1525,17/05/2018,526
Cam3,124,1586,17/05/2018,373
Cam3,124,1614,17/05/2018,670
Cam3,124,1645,17/05/2018,756
Cam3,124,1674,17/05/2018,704
Cam3,124,1704,17/05/2018,2006
Cam3,124,1735,17/05/2018,992
Cam3,124,1765,17/05/2018,411
Cam3,124,1796,17/05/2018,876
Cam3,124,1824,17/05/2018,1079
Cam3,124,1856,17/05/2018,602
Cam3,124,1884,17/05/2018,867
Cam3,124,1914,17/05/2018,1627
Cam3,124,1945,17/05/2018,621
Cam3,124,1974,17/05/2018,212
Cam3,124,2005,17/05/2018,1045
Cam3,124,2035,17/05/2018,1272
Cam3,124,2065,17/05/2018,187
Cam3,124,2094,17/05/2018,257
Cam3,124,2125,17/05/2018,132
Cam3,124,2154,17/05/2018,328
Cam3,124,2185,17/05/2018,754
Cam3,124,2214,17/05/2018,710
Cam3,124,2245,17/05/2018,657
Cam3,124,2275,17/05/2018,615
Cam3,124,2305,17/05/2018,927
Cam3,124,2334,17/05/2018,1706
Cam3,124,2364,17/05/2018,667
Cam3,124,2393,17/05/2018,850
Cam3,124,2426,17/05/2018,125
Cam3,124,2455,17/05/2018,253
Cam3,124,2485,17/05/2018,483
Cam3,124,2514,17/05/2018,55
Cam3,124,2546,17/05/2018,304
Cam3,124,2574,17/05/2018,896
Cam3,124,2606,17/05/2018,731
Cam3,124,2634,17/05/2018,580
Cam3,124,2666,17/05/2018,1523
Cam3,124,2694,17/05/2018,1012
Cam3,124,2726,17/05/2018,33
Cam3,124,2754,17/05/2018,83
Cam3,124,2784,17/05/2018,458
Cam3,124,2816,17/05/2018,378
Cam3,124,2845,17/05/2018,634
Cam3,124,2877,17/05/2018,1098
Cam3,124,2904,17/05/2018,708
Cam3,124,2937,17/05/2018,181
Cam3,124,2963,17/05/2018,214
Cam3,124,2995,17/05/2018,446
Cam3,124,3025,17/05/2018,119
Cam3,124,3056,17/05/2018,0
Cam3,124,3086,17/05/2018,49
Cam3,124,3115,17/05/2018,46
Cam3,124,3145,17/05/2018,47
Cam3,124,3175,17/05/2018,0
Cam3,124,3205,17/05/2018,0
Cam3,124,3235,17/05/2018,0
Cam3,124,3265,17/05/2018,319
Cam3,124,3294,17/05/2018,0
Cam3,124,3326,17/05/2018,0
Cam3,124,3385,17/05/2018,346
Cam3,124,3415,17/05/2018,86
Cam3,124,3445,17/05/2018,30
Cam3,124,3474,17/05/2018,0
Cam3,124,3534,17/05/2018,0
Cam3,124,3564,17/05/2018,68
Cam3,124,3595,17/05/2018,0
Cam3,124,3625,17/05/2018,100
Cam3,124,3657,17/05/2018,119
Cam3,124,3686,17/05/2018,185
Cam3,124,3717,17/05/2018,21
Cam3,124,3746,17/05/2018,118
Cam3,124,3777,17/05/2018,42
Cam3,124,3805,17/05/2018,0
Cam3,124,3835,17/05/2018,0
Cam3,124,3864,17/05/2018,0
Cam3,124,3896,17/05/2018,0
Cam3,124,3955,17/05/2018,6
Cam3,124,3985,17/05/2018,48
Cam3,124,4015,17/05/2018,0
Cam3,124,4046,17/05/2018,43
Cam3,124,4076,17/05/2018,0
Cam3,124,4136,17/05/2018,0
Cam3,124,4166,17/05/2018,0
Cam3,124,4196,17/05/2018,0
Cam3,124,4226,17/05/2018,0
Cam3,124,4257,17/05/2018,0
Cam3,124,4286,17/05/2018,7
Cam3,124,4316,17/05/2018,0
Cam3,124,4346,17/05/2018,0
Cam3,124,4375,17/05/2018,0
Cam3,124,4406,17/05/2018,0
Cam3,124,4466,17/05/2018,0
Cam2,125,1015,17/05/2018,1788
Cam2,125,1076,17/05/2018,438
Cam2,125,1167,17/05/2018,402
Cam2,125,1197,17/05/2018,792
Cam2,125,1227,17/05/2018,859
Cam2,125,1256,17/05/2018,445
Cam2,125,1287,17/05/2018,77
Cam2,125,1314,17/05/2018,348
Cam2,125,1346,17/05/2018,170
Cam2,125,1375,17/05/2018,505
Cam2,125,1405,17/05/2018,1472
Cam2,125,1435,17/05/2018,781
Cam2,125,1495,17/05/2018,928
Cam2,125,1526,17/05/2018,647
Cam2,125,1555,17/05/2018,1249
Cam2,125,1584,17/05/2018,773
Cam2,125,1617,17/05/2018,2384
Cam2,125,1647,17/05/2018,811
Cam2,125,1677,17/05/2018,854
Cam2,125,1704,17/05/2018,1182
Cam2,125,1735,17/05/2018,2748
Cam2,125,1795,17/05/2018,1285
Cam2,125,1825,17/05/2018,1133
Cam2,125,1855,17/05/2018,407
Cam2,125,1886,17/05/2018,280
Cam2,125,1916,17/05/2018,546
Cam2,125,1945,17/05/2018,1549
Cam2,125,1975,17/05/2018,530
Cam2,125,2007,17/05/2018,641
Cam2,125,2036,17/05/2018,353
Cam2,125,2066,17/05/2018,949
Cam2,125,2096,17/05/2018,440
Cam2,125,2126,17/05/2018,757
Cam2,125,2185,17/05/2018,1270
Cam2,125,2215,17/05/2018,1799
Cam2,125,2245,17/05/2018,2504
Cam2,125,2276,17/05/2018,1991
Cam2,125,2306,17/05/2018,1479
Cam2,125,2335,17/05/2018,123
Cam2,125,2366,17/05/2018,137
Cam2,125,2395,17/05/2018,120
Cam2,125,2425,17/05/2018,81
Cam2,125,2456,17/05/2018,2267
Cam2,125,2486,17/05/2018,1048
Cam2,125,2517,17/05/2018,1730
Cam2,125,2546,17/05/2018,2024
Cam2,125,2605,17/05/2018,1072
Cam2,125,2635,17/05/2018,668
Cam2,125,2666,17/05/2018,230
Cam2,125,2696,17/05/2018,892
Cam2,125,2725,17/05/2018,617
Cam2,125,2755,17/05/2018,524
Cam2,125,2786,17/05/2018,1134
Cam2,125,2816,17/05/2018,1713
Cam2,125,2845,17/05/2018,752
Cam2,125,2876,17/05/2018,642
Cam2,125,2905,17/05/2018,16
Cam2,125,2935,17/05/2018,160
Cam2,125,2966,17/05/2018,764
Cam2,125,2995,17/05/2018,137
Cam2,125,3026,17/05/2018,34
Cam2,125,3056,17/05/2018,312
Cam2,125,3086,17/05/2018,846
Cam2,125,3116,17/05/2018,957
Cam2,125,3147,17/05/2018,657
Cam2,125,3176,17/05/2018,1330
Cam2,125,3206,17/05/2018,1464
Cam2,125,3234,17/05/2018,506
Cam2,125,3267,17/05/2018,552
Cam2,125,3296,17/05/2018,1315
Cam2,125,3325,17/05/2018,583
Cam2,125,3356,17/05/2018,129
Cam2,125,3385,17/05/2018,12
Cam2,125,3414,17/05/2018,0
Cam2,125,3444,17/05/2018,18
Cam2,125,3476,17/05/2018,0
Cam2,125,3505,17/05/2018,0
Cam2,125,3535,17/05/2018,25
Cam2,125,3566,17/05/2018,0
Cam2,125,3597,17/05/2018,0
Cam2,125,3626,17/05/2018,0
Cam2,125,3656,17/05/2018,88
Cam2,125,3686,17/05/2018,119
Cam2,125,3717,17/05/2018,41
Cam2,125,3745,17/05/2018,0
Cam2,125,3777,17/05/2018,0
Cam2,125,3806,17/05/2018,0
Cam2,125,3837,17/05/2018,0
Cam2,125,3865,17/05/2018,0
Cam2,125,3897,17/05/2018,111
Cam2,125,3926,17/05/2018,62
Cam2,125,3956,17/05/2018,0
Cam2,125,3986,17/05/2018,253
Cam2,125,4016,17/05/2018,0
Cam2,125,4045,17/05/2018,0
Cam2,125,4076,17/05/2018,175
Cam2,125,4107,17/05/2018,27
Cam2,125,4137,17/05/2018,74
Cam2,125,4166,17/05/2018,0
Cam2,125,4195,17/05/2018,0
Cam2,125,4227,17/05/2018,0
Cam2,125,4256,17/05/2018,0
Cam2,125,4286,17/05/2018,0
Cam2,125,4317,17/05/2018,0
Cam2,125,4376,17/05/2018,0
Cam2,125,4406,17/05/2018,0
Cam2,125,4437,17/05/2018,0
Cam2,125,4467,17/05/2018,0
Cam2,125,4504,17/05/2018,0
Cam1,126,1047,17/05/2018,527
Cam1,126,1165,17/05/2018,1019
Cam1,126,1195,17/05/2018,1512
Cam1,126,1226,17/05/2018,1375
Cam1,126,1287,17/05/2018,487
Cam1,126,1316,17/05/2018,594
Cam1,126,1345,17/05/2018,357
Cam1,126,1375,17/05/2018,50
Cam1,126,1405,17/05/2018,292
Cam1,126,1435,17/05/2018,349
Cam1,126,1464,17/05/2018,968
Cam1,126,1495,17/05/2018,1026
Cam1,126,1525,17/05/2018,575
Cam1,126,1555,17/05/2018,890
Cam1,126,1585,17/05/2018,979
Cam1,126,1615,17/05/2018,654
Cam1,126,1674,17/05/2018,493
Cam1,126,1705,17/05/2018,969
Cam1,126,1735,17/05/2018,2485
Cam1,126,1765,17/05/2018,1282
Cam1,126,1795,17/05/2018,1146
Cam1,126,1825,17/05/2018,1942
Cam1,126,1857,17/05/2018,1697
Cam1,126,1886,17/05/2018,373
Cam1,126,1916,17/05/2018,464
Cam1,126,1945,17/05/2018,963
Cam1,126,1975,17/05/2018,1217
Cam1,126,2004,17/05/2018,640
Cam1,126,2035,17/05/2018,400
Cam1,126,2094,17/05/2018,1416
Cam1,126,2126,17/05/2018,563
Cam1,126,2154,17/05/2018,665
Cam1,126,2185,17/05/2018,589
Cam1,126,2215,17/05/2018,442
Cam1,126,2244,17/05/2018,1024
Cam1,126,2274,17/05/2018,550
Cam1,126,2306,17/05/2018,525
Cam1,126,2335,17/05/2018,646
Cam1,126,2365,17/05/2018,2898
Cam1,126,2425,17/05/2018,623
Cam1,126,2455,17/05/2018,576
Cam1,126,2486,17/05/2018,965
Cam1,126,2516,17/05/2018,1627
Cam1,126,2576,17/05/2018,68
Cam1,126,2605,17/05/2018,588
Cam1,126,2635,17/05/2018,1018
Cam1,126,2666,17/05/2018,369
Cam1,126,2695,17/05/2018,735
Cam1,126,2725,17/05/2018,921
Cam1,126,2755,17/05/2018,1146
Cam1,126,2785,17/05/2018,53
Cam1,126,2815,17/05/2018,20
Cam1,126,2847,17/05/2018,256
Cam1,126,2874,17/05/2018,0
Cam1,126,2906,17/05/2018,187
Cam1,126,2935,17/05/2018,592
Cam1,126,2965,17/05/2018,707
Cam1,126,2995,17/05/2018,356
Cam1,126,3025,17/05/2018,78
Cam1,126,3055,17/05/2018,474
Cam1,126,3085,17/05/2018,129
Cam1,126,3116,17/05/2018,101
Cam1,126,3144,17/05/2018,191
Cam1,126,3206,17/05/2018,1040
Cam1,126,3236,17/05/2018,1660
Cam1,126,3265,17/05/2018,1186
Cam1,126,3296,17/05/2018,857
Cam1,126,3325,17/05/2018,204
Cam1,126,3355,17/05/2018,0
Cam1,126,3386,17/05/2018,47
Cam1,126,3415,17/05/2018,232
Cam1,126,3446,17/05/2018,0
Cam1,126,3475,17/05/2018,101
Cam1,126,3505,17/05/2018,0
Cam1,126,3535,17/05/2018,107
Cam1,126,3566,17/05/2018,68
Cam1,126,3596,17/05/2018,219
Cam1,126,3627,17/05/2018,262
Cam1,126,3655,17/05/2018,317
Cam1,126,3685,17/05/2018,121
Cam1,126,3716,17/05/2018,23
Cam1,126,3774,17/05/2018,0
Cam1,126,3806,17/05/2018,0
Cam1,126,3835,17/05/2018,99
Cam1,126,3866,17/05/2018,0
Cam1,126,3897,17/05/2018,0
Cam1,126,3926,17/05/2018,0
Cam1,126,3957,17/05/2018,0
