,May_Total_RL,May_half_life,May_inflec_FoldedNormal,May_Inflection_sig_point,June_Total_RL,June_half_life,June_inflec_FoldedNormal,June_Inflection_sig_point,July_Total_RL,July_half_life,July_inflec_FoldedNormal,July_Inflection_sig_point,x,bed,Delta_15N,Delta_13C,ID,Log_Delta_15N
136,78.85362271953024,129.0,134.72,161.56,73.48153392140726,134.91,142.51,158.78,47.14210959990195,145.15,148.84,161.49,2136,2,90.5603268825796,-28.374936873129894,513161.06,4.506016224017479
137,62.293903655755685,127.78,132.03,145.14,62.54948851189412,132.56,141.37,172.95,33.71419024020899,129.22,141.57,178.84,2137,2,29.09465325760049,-28.18082445560707,Sj_M0471,3.370554420443547
138,82.94937214434545,131.07,135.14,154.63,79.80782254371664,145.62,150.79,162.98,47.16615160058187,162.48,165.14,199.93,2139,2,36.86126644782976,-27.93463258397797,513110.03,3.6071613099756368
139,105.99811532322724,119.0,124.88,139.69,102.555498177178,147.2,154.18,191.67,76.3109259297858,190.17,179.5,207.61,2140,2,87.39568562362058,-28.545515772237245,Elixer,4.4704459178689335
141,58.20071457773167,119.96,124.61,142.0,58.89017388044773,136.64,141.31,168.4,36.48360518286867,162.61,159.28,191.38,2142,2,42.65638006592218,-27.376766766034002,NOS_510050.17,3.753176853979161
142,75.53799197465722,133.83,133.77,152.18,70.32307064804411,146.7,145.6,167.01,47.757900689148485,148.28,151.25,181.81,2143,2,30.590301756817166,-27.838321742104554,P1085,3.4206830226717635
143,88.59189501920585,122.44,126.5,140.47,69.41897690747089,126.53,132.87,146.81,47.88294193382095,121.82,132.46,144.14,2144,2,11.441386496271251,-28.320561508493693,NOS_511167.10,2.4372371758343694
144,79.42510739209813,123.18,128.7,149.99,87.07460081984522,145.98,147.24,170.38,51.12020460233823,154.2,151.91,178.92,2145,2,39.0532228922754,-28.384283284978366,Mariboss,3.6649254053327147
145,86.12655135550125,129.23,131.24,149.52,95.59348651858704,147.71,147.27,170.73,60.09069818690868,143.47,147.32,174.08,2147,2,2.341223681913397,-28.65712120734462,P0294,0.850673733672253
146,67.35436827036673,117.57,124.54,137.54,75.64995812631366,141.35,145.46,161.93,52.62744193183994,149.93,150.33,165.85,2148,2,18.581608078832645,-27.92523298388069,Benchmark,2.922172278555118
147,104.4369247971692,148.62,144.18,153.27,114.61263261359557,182.74,165.53,187.98,69.60261183902315,172.23,164.35,192.69,2149,2,19.632067680002883,-28.375462756517166,WW6210_/_M0465,2.977164335395523
148,61.731911204335766,130.28,131.63,144.59,62.407309434130845,138.69,139.91,148.66,38.079877772686,126.69,134.67,154.31,2150,2,18.399779978988157,-28.516734075149508,LG_Mocca,2.9123387068797593
149,85.75283804020972,143.78,140.73,159.5,93.01454910090033,168.53,158.63,177.92,63.49441160589268,149.92,154.47,173.32,2151,2,10.727020556743922,-28.201193576206457,WW6160_/_Sj_N0800,2.3727658439688137
150,90.43747856341132,146.78,142.21,165.05,97.0507057069007,158.04,157.72,182.91,68.09894042046953,148.95,154.75,179.48,2152,2,27.436439148567327,-28.166017991291277,NOS_511016.09,3.3118720257987895
151,83.36963348002516,144.03,139.79,157.57,104.34858887673404,194.8,169.66,189.74,67.75689021055652,223.96,183.88,194.74,2153,2,31.02918344852887,-28.585880731960962,RGT_Universe,3.4349281632100452
152,106.96675199409786,142.38,141.11,169.62,115.58232311156468,179.39,166.73,189.31,74.56149687977222,175.28,169.79,205.75,2155,2,39.41542680271141,-28.138846347070725,513008.04,3.6741572828868714
153,79.38773508779356,136.61,136.51,151.19,73.54158270024735,166.21,158.87,183.63,43.085632173113765,180.03,166.32,183.73,2156,2,17.371096261047654,-28.29377727712928,Mangold,2.8548076905843502
154,73.26189403110143,140.26,137.75,157.52,83.9462184079724,154.26,151.15,167.58,42.60809848718391,172.32,160.61,172.68,2157,2,11.818137972036174,-28.300034134315652,Sj_M0051,2.469635467591852
155,71.77184316209625,136.66,136.66,153.33,83.86336337467395,148.16,149.63,170.69,48.31575338060843,187.92,168.81,190.99,2158,2,60.543313376550884,-28.163245468544517,Stinger,4.103359032465113
156,95.9562301725092,151.86,145.72,162.91,101.67954613954744,169.54,160.54,181.55,67.86946416892583,183.94,169.04,187.91,2159,2,18.960492148135046,-27.981445263866647,Sj_M0498,2.9423574536701125
157,113.17621542440088,137.96,138.25,158.98,103.9855816047278,140.95,147.34,179.04,72.65246391383155,159.79,158.66,193.4,2160,2,22.33759657349955,-28.50637615357626,P0224,3.106271203856147
158,101.78708608911032,132.9,135.23,150.69,109.3102417203157,164.41,159.35,187.51,71.26863499774471,194.57,173.73,204.78,2161,2,32.0961471584751,-28.572450893623127,513069.19,3.4687359967165183
159,88.18920977548392,144.43,141.8,160.72,81.9892114886581,157.66,152.95,163.46,47.36019623785552,202.54,172.8,165.19,2163,2,49.447508183763205,-28.19948041972983,P0705,3.900911666177498
160,106.17586882948156,145.09,142.61,161.34,99.8248438423623,152.63,153.03,175.95,66.26559711705818,173.97,165.26,193.23,2164,2,43.32796722268464,-28.487206012067443,NOS_511014.06,3.7687983207968316
161,111.0208961184546,153.17,147.89,172.01,126.17324267346,182.81,167.79,188.52,91.9197845241304,191.26,173.74,196.02,2166,2,62.53951790138707,-28.488780760996768,P0175,4.135798643355709
162,113.17213588450107,145.22,146.99,167.56,123.08561691620912,166.39,164.33,187.81,88.22060409416457,200.92,182.43,198.96,2167,2,63.08748797757497,-27.991075920736996,NOS_512070.03,4.144522461098896
163,96.56488754177796,139.08,141.33,163.42,97.2355272696003,146.3,149.89,160.38,76.21467731369998,154.98,158.91,187.61,2168,2,9.83911347427761,-27.9846229260204,513144.04,2.2863656129279684
164,81.68751627893508,142.32,141.22,161.8,96.60710916916447,172.75,161.85,181.61,64.80994514489036,157.71,162.65,212.77,2169,2,44.76841104449173,-27.67115680107847,P0689,3.8015027800995087
166,94.58185742411602,150.25,149.88,171.09,103.05788534996958,185.52,169.21,179.25,79.03285267820912,202.72,178.4,182.77,2172,2,64.78622350302271,-28.4410532424385,Informer,4.171092980493595
167,72.43707186430757,141.05,139.13,156.14,89.62451096073453,168.93,159.91,177.41,64.36290901259271,156.51,159.12,187.21,2173,2,57.4853758737066,-27.737484305616505,P1083,4.051530582824086
168,89.08057129205423,137.05,137.49,157.93,96.02791444448216,164.94,158.31,180.79,61.820255603312845,148.76,154.35,178.07,2174,2,27.412942413421078,-28.65651877927569,Oakley,3.3110152527262606
169,82.40418939424637,153.23,143.71,153.42,103.29832328964184,262.43,186.23,198.47,69.1062174309464,231.86,187.26,206.43,2175,2,108.4463748311785,-27.900898175713245,Sj_N0024,4.686255809615785
170,96.77631432490271,180.52,156.07,171.25,107.57587859605113,262.55,188.09,190.21,76.37763002586077,233.79,186.58,189.24,2176,2,54.92271684323673,-28.189163318326116,Sj_N0503,4.005927048781035
171,92.22275907723912,173.91,158.76,182.16,114.5408610481822,199.73,175.4,191.31,67.28632205511657,289.69,206.93,212.04,2177,2,102.73489745421209,-28.701209840636587,P0174,4.6321518591592294
173,98.03697700468406,142.52,141.17,154.75,110.49414677671253,165.74,162.18,189.61,69.63856607557979,197.65,181.22,205.34,2180,2,68.9500529777063,-28.524253566414956,Sj_L262,4.233382372588636
174,84.94174418224935,171.18,156.83,175.33,109.22788062135506,222.33,184.1,196.25,71.58278501018356,282.83,211.81,216.73,2181,2,125.81402646687687,-28.102113549749916,NOS_511192.01,4.834804836197759
175,96.88256546808088,202.35,167.78,185.59,103.9560476646904,200.65,174.24,187.61,63.64931424295104,174.18045801526708,222.03,219.22,2182,2,64.25583897387777,-27.968397450268697,513134.04,4.162872598616946
176,73.2003287974556,158.43,151.22,150.81,83.56295054378995,184.31,165.85,168.47,55.31152567587671,226.09,187.23,182.97,2183,2,54.21648865612265,-28.286089062739883,513081.04,3.9929850809281104
177,120.33481352268964,150.18,146.28,156.96,126.91330310944848,151.98,155.01,184.3,81.69940453524498,160.67,160.48,188.3,2184,2,38.256807724738565,-27.91579187782085,Canon,3.6443215241677587
178,76.26428107119044,147.98,142.86,162.2,90.27670458147752,185.05,163.56,174.3,54.90671704669719,167.11,159.59,182.63,2185,2,33.555717370437065,-28.413332377606142,NOS_511031.19,3.5132072623248165
179,116.95735132595632,209.04,172.12,193.38,130.39745863602982,171.2416730038023,207.23,208.03,82.00394129851237,174.18045801526708,224.01,225.4,2187,2,19.135600058876374,-27.461387543265687,WW6161_/_Sj_N1105,2.951550477616515
180,118.79398809439977,215.15,170.33,174.78,132.13763299471083,290.32,197.67,204.85,86.3980585952213,174.18045801526708,219.12,210.64,2188,2,15.583597933718583,-27.915949398184146,513162.27,2.746218946626299
181,127.618544344385,163.34,154.65,184.35,145.3086553393535,202.87,178.08,196.13,88.32576182599561,221.27,192.82,197.69,2189,2,50.485352835006985,-27.79647369478584,WW6162_/_Sj_P0713,3.921683251339597
182,103.45632973845204,223.29,172.54,185.14,104.54716822876564,241.56,185.26,190.43,51.76037934770297,220.18,179.94,185.99,2190,2,67.61623500952338,-28.323479976813047,Sj_M0477,4.213848117077206
183,99.23019563038916,158.45,154.34,182.53,108.68855258016646,205.6,180.34,198.56,69.7712186085592,183.79,182.24,222.46,2191,2,22.89864208915134,-27.99907932800574,NOS_512057.18,3.1310776113850607
184,95.32621140280358,146.03,143.24,165.66,102.62560293428209,180.05,165.59,191.06,61.78362964484056,176.34,166.23,192.08,2192,2,4.945613195574828,-28.35819871813269,513029.04,1.5985009605365317
185,95.2447838113872,144.6326119402985,189.93,189.51,127.27795533597204,171.2416730038023,223.71,231.42,85.93379410097177,174.18045801526708,234.6,228.09,2195,2,14.596778992156889,-27.96971640293985,P0283,2.68080088739923
186,95.24747350094816,201.94,166.9,163.72,121.91009229774951,275.3,194.57,197.66,81.96778039865487,294.99,206.64,223.34,2196,2,9.633719917584576,-27.886550159898036,Tonnage,2.265269435498166
187,73.26643391490268,164.48,153.52,187.05,89.47157349576051,184.63,167.32,195.05,54.68779270196718,175.9,168.4,202.04,2197,2,51.18513702491774,-28.40238370186782,Sj_N0291,3.9354491974203683
188,79.41279805679045,158.98,149.9,172.85,88.14388871949384,159.38,157.35,179.13,48.615536657564014,183.5,168.83,189.39,2198,2,26.53356451456841,-28.23407661519993,Kalmar,3.2784105170048896
189,83.99088097296364,168.68,150.47,165.52,92.03177887553056,163.29,155.44,167.86,58.33505211895939,180.35,167.63,174.38,2199,2,67.85738933698568,-28.25383227368181,WW5932_/_Sj_N1123,4.217408287307257
190,110.48039516329165,141.72,141.71,161.44,110.22953154150754,179.49,162.98,177.88,67.4186719914745,167.94,160.9,176.64,2200,2,36.35091736728853,-28.53823332347706,Sj_N0514,3.5932194407254126
191,96.01422862293886,141.86,141.02,157.21,101.54242452262464,173.85,163.65,181.03,56.9431093114896,137.84,157.14,183.58350746268655,2202,2,42.1172474608922,-27.820708485280136,Sj_M0351,3.7404573351990407
192,102.24022646281772,132.79,137.84,164.21,108.125161316609,145.79,150.15,174.24,66.7480442801604,134.73,150.32,145.17,2203,2,54.522363313616424,-28.122619257467242,513191.13,3.998610953534052
193,104.45948539159085,159.68,150.57,168.18,115.73726438551448,171.27,161.93,176.11,69.38893213157971,192.19,174.42,185.12,2204,2,46.24617029649519,-28.44765165256716,Rockefeller,3.8339786561298563
194,93.37245376292437,166.98,150.72,168.63,96.71641868026354,191.87,166.34,168.82,60.5240697781319,229.84,183.49,184.1,2205,2,38.60470154927498,-27.609151446234975,NOS_512001.03,3.6533740708482374
195,106.21601313361576,161.31,150.25,169.34,122.77262740903667,165.08,160.3,179.06,78.8860111645193,178.28,168.86,189.63,2206,2,31.14606759054459,-28.363607283007507,Skyscraper,3.438687996190377
196,113.38573321966524,167.36,154.18,176.93,124.57013257613534,156.69,157.08,183.16,83.94149988474243,178.74,170.69,192.77,2207,2,18.099709070689496,-28.85526947551728,P0170,2.8958958647000315
197,109.30925557859868,138.01,140.67,159.9,119.7535922291491,234.91,183.58,203.01,83.61524515376492,245.67,192.2,205.47,2208,2,56.783245528907436,-27.95161038090302,Totem,4.0392413091313735
198,103.6946484196194,150.74,144.94,165.4,108.8375602237722,200.6,170.65,182.64,70.06101048716225,154.36,156.22,175.45,2209,2,20.168103206885235,-28.36346233913751,Chevignon,3.004102307230976
199,116.350289041033,171.16,155.71,169.34,118.15814212997722,197.89,171.44,187.78,71.6869025899602,181.88,171.41,195.23,2210,2,70.81486786609713,-28.203751123500624,P0220,4.2600689767618745
200,99.70960161661644,144.19,143.42,166.33,94.135213382702,170.24,161.44,187.45,55.781346700853454,167.55,166.31,180.73,2211,2,46.86157514513951,-28.647642621945657,P1090,3.8471980463674593
201,84.39198447098428,165.8,151.19,168.33,98.99974167135764,229.3,178.0,184.11,58.358963923168375,206.64,175.32,184.71,2212,2,118.81446635129248,-27.81502013788927,WW5716_/_Sj_M1090,4.777563170148878
202,97.36644955423576,158.71,150.45,164.39,102.35164346077492,217.98,179.0,197.72,60.47709827246032,194.86,175.2,192.92,2213,2,39.897317931028255,-28.733370023721136,KWS_Lili,3.6863091018627396
203,79.61477677086192,131.98,134.3,145.01,84.72309717245393,159.38,152.8,169.7,45.35669898608096,152.53,151.91,170.96,2215,2,29.287565383040267,-28.662172825169037,Drachmann,3.3771630362869156
204,79.22796165382039,130.67,136.35,147.37,71.58709375386805,164.5,160.76,173.02,21.447877103797858,105.46,117.9,121.35,2216,2,18.457427290378014,-28.229560630390292,Sheriff,2.915466852643845
205,116.57341834779513,153.73,147.28,169.47,129.09980363981805,195.63,171.59,195.01,86.82369164378503,232.32,189.69,206.42,2217,2,63.74625382332846,-28.2831053091557,P0171,4.154910418756258
206,80.38942040732863,145.88,142.41,161.23,77.4938231131812,170.4,158.38,170.42,43.20033706284535,158.85,154.91,171.98,2218,2,23.91932466227114,-29.106020400224843,KWS_Leif,3.1746866955012227
