,May_Total_RL,May_half_life,May_inflec_FoldedNormal,May_Inflection_sig_point,June_Total_RL,June_half_life,June_inflec_FoldedNormal,June_Inflection_sig_point,July_Total_RL,July_half_life,July_inflec_FoldedNormal,July_Inflection_sig_point,x,bed,Delta_15N,Delta_13C,ID,Log_Delta_15N
69,112.90654261423975,165.01,153.3,172.27,94.14241712926447,203.77,173.45,193.36,75.15718353469907,183.48,167.7,195.18,1207,1,28.976687231150173,-28.5854374817454,KWS_Leif,3.366491618113748
70,106.99984402540213,171.61,159.64,169.76,103.94816631762843,266.63,195.01,209.83,71.43145287525337,242.99,194.71,212.04,1208,1,12.856574320328289,-27.732800500457003,Tonnage,2.5538553007672173
71,76.57669746713965,171.37,156.66,159.62,72.37276114891276,242.64,187.62,196.38,54.7052305079756,221.64,183.98,200.57,1209,1,16.87042263112003,-28.579966297361644,513097.13,2.825561948474071
72,75.40712341385512,158.46,151.36,165.67,80.80313873398292,269.39,197.5,203.01,55.17614984058939,196.97,185.69,200.57,1210,1,54.3122333531727,-27.819135857761545,513148.04,3.9947494935207666
73,97.17806640442916,141.63,142.93,162.82,98.83282939394276,193.08,171.1,185.34,59.473133602840406,184.27,176.17,214.19,1212,1,45.3706679553309,-27.680168672994697,NOS_511192.39,3.8148658159684445
74,90.9302808670232,154.96,153.52,180.83,87.4343319712364,221.67,182.48,195.08,65.29663146781826,191.81,178.03,188.76,1213,1,23.028201942036354,-27.793901161349616,P0597,3.136719636187842
75,82.37560183279302,134.51,135.28,147.58,74.18221651245688,170.58,163.22,190.32,54.15555050869831,169.92,165.9,194.14,1214,1,13.709119870923555,-28.355368822090707,Skyscraper,2.6180612953737783
76,91.55502684899486,138.43,143.16,173.55,90.99945167527028,198.68,175.16,192.53,72.99838853160462,218.27,186.74,193.36,1215,1,46.39468290071851,-26.99933124031599,P0689,3.8371848600090406
77,83.9999715768142,140.12,144.6,174.52,90.31067077835746,209.03,178.34,195.52,56.9598765040314,187.6,172.93,194.54,1216,1,2.9335270785276624,-27.720024642712417,KWS_Lili,1.0762054801329457
78,111.56999558977036,176.56,159.68,181.77,99.48152095451536,226.57,181.07,189.61,72.37724640468704,282.48,197.61,193.64,1217,1,15.348045806284908,-28.070323661943057,NOS_511192.33,2.730988156891909
79,94.79817749468704,146.42,145.73,173.93,91.1904772071098,201.46,176.4,194.2,64.76747974371582,263.04,198.09,204.65,1218,1,21.261847480693206,-27.407978942108443,513118.13,3.0569142685123625
80,116.15263537517322,142.36,145.48,175.97,102.213596639726,188.76,172.64,202.15,85.89881331879391,207.66,180.96,204.95,1219,1,37.23415767996772,-28.569842775498763,NOS_512232.11,3.6172265571789968
81,81.08780086088271,164.26,158.11,183.48,75.3786265834078,187.18,173.26,185.63,50.337949914829295,182.82,176.1,190.92,1220,1,44.76700590076874,-27.885406554183426,Torp,3.801471392660414
82,76.63227709051941,183.33,163.32,186.75,68.88679645113524,242.03,189.61,198.57,56.596894096501416,224.0,187.88,207.58,1221,1,47.77996575395749,-28.276979029201165,P1090,3.8666064251531096
83,129.21817343441973,179.88,160.5,185.43,98.01718750032008,265.15,200.12,200.38,59.31280058747415,177.88,180.12,208.07,1222,1,172.69774553458151,-27.648501613383367,513159.16,5.151542930838019
84,96.29631849837575,151.1,148.6,168.99,76.46919957515256,244.07,184.97,190.54,57.93375252804078,172.46,165.93,192.61,1223,1,31.909501643979,-27.957300083010317,Benchmark,3.4629038226181814
85,86.01815222493636,160.99,153.46,181.46,89.18850411516462,270.49,195.34,207.8,56.83666258102556,225.37,183.76,200.98,1224,1,5.164354959115336,-27.436493883110444,513081.04,1.6417802078636448
86,92.51728632045358,176.14,157.27,177.41,76.94879369180013,204.41,176.84,191.83,62.92173698147861,226.34,183.92,198.8,1225,1,25.817727113324516,-27.87754455835011,NOS_512057.18,3.2510613533998924
87,99.21338447732768,172.18,158.21,177.34,90.34723367441195,162.63,159.82,180.13,67.68812297772253,177.68,164.86,182.69,1226,1,3.9261067477412395,-28.270012028604842,P0708,1.3676482854340026
88,85.4120273060457,191.35,165.67,189.71,93.59880500277085,201.77,177.29,195.99,72.45410767978619,211.3,183.48,200.67,1228,1,16.741186147184752,-27.764989771758273,Ohio,2.8178719196111075
89,86.24454207778398,197.25,164.57,183.07,86.96202101879938,198.3,172.99,188.89,68.01769288430064,206.95,175.48,191.48,1230,1,29.641079621793097,-27.213575263319285,NOS_511192.01,3.389161224251477
90,79.8307551789628,150.82,151.11,179.61,97.33198735403109,209.45,180.01,193.61,78.85787034838148,200.92,179.36,196.65,1231,1,53.432327873902985,-27.734965294956996,Mangold,3.978415953688064
91,38.54026929888953,184.08,158.9,175.93,73.57441956449668,240.97,185.89,195.34,51.0286939534148,225.92,183.51,194.57,1232,1,64.32927504853723,-28.19228732383108,513134.04,4.1640148160999235
92,70.872710051704,170.59,161.26,193.59,81.58108181957714,204.47,183.39,197.87,62.76272316450911,283.11,209.48,216.56,1234,1,30.885993124651968,-27.993187588474818,P0175,3.4303027841967557
93,77.33447248230405,133.98,145.58,176.27,79.97179535453043,198.45,177.39,198.56,60.1467537729285,229.63,186.45,203.07,1235,1,35.53866682485623,-28.14102094640008,P0245,3.570621310060512
94,54.944712928053214,163.21,150.21,158.25,90.2671927586884,251.25,186.96,199.85,64.3271856060881,223.3,180.17,194.56,1236,1,22.29649529945241,-27.721586325840967,Sj_M0498,3.104429504655384
95,78.86103651979371,179.52,158.83,179.31,80.20303200821726,218.17,182.92,206.5,63.47763482996533,275.3,199.61,212.34,1237,1,17.51757144992883,-28.571106433621573,Sj_N0291,2.8632044600285353
96,82.85425856337972,150.07,146.7,170.56,80.57955711924956,166.17,161.35,193.69,64.86387234516728,162.43,162.05,200.22,1238,1,94.25132332939253,-27.526316304640183,513126.08,4.545964866859711
97,45.49066090208922,155.27,148.97,166.89,60.81511451068522,183.84,164.75,173.95,26.097152229073963,148.0,149.42,180.25,1240,1,109.85620993247807,-28.27612058168169,NOS_511031.19,4.699172328252174
98,73.69938334206279,186.07,158.93,168.53,69.75303658005737,161.32,153.74,164.57,49.33086948970978,196.78,169.65,180.78,1241,1,75.19710273009554,-27.758801819737517,Sj_M0351,4.320112702688265
99,94.28109873922116,137.71,140.72,167.97,97.82926842716428,142.04,149.96,183.32,77.5209932551276,174.19,166.81,201.82,1242,1,4.157137718289146,-28.279329734178646,P0221,1.4248267889709922
100,89.1997148691811,132.78,136.32,160.66,93.37825572243696,162.34,160.39,194.25,78.58596090826975,166.76,163.98,209.13,1243,1,37.756467893773944,-27.741450110992623,WW6210_/_M0465,3.6311567959532893
101,64.18771970616464,148.06,145.14,168.88,88.76867919827367,160.04,160.56,183.08,68.87714888281178,163.79,161.39,184.12,1244,1,50.62544320385211,-27.884132344632974,Sj_L262,3.9244542800323736
102,83.54834980056316,160.34,148.05,162.41,42.45610893233018,107.4,111.66,116.9,62.45006470572031,175.41,163.66,191.69,1246,1,43.05806561233798,-28.177312533998442,Elixer,3.7625495678509258
103,78.90322520739161,135.73,138.53,162.69,83.68797845587086,165.73,160.61,185.24,69.5218381308571,174.51,167.43,194.91,1247,1,15.09029093849184,-27.198978252781952,WW5716_/_Sj_M1090,2.7140515528120437
104,54.2284410406528,160.19,150.85,179.09,87.4473945888894,208.33,176.33,197.67,61.60670626165718,204.97,176.16,210.28,1248,1,13.893565897027422,-27.838578672523454,Sheriff,2.6314258478663235
105,101.45971264902045,189.16,166.34,188.33,98.60272570873492,171.2416730038023,202.79,202.04,64.39815065754033,227.46,183.65,200.48,1249,1,14.98706446582716,-28.216688986277234,Sj_N0115,2.7071874601033414
106,83.94254288148514,169.01,156.24,175.76,87.22287916924881,230.65,182.22,195.86,57.43400413153593,215.79,179.89,196.12,1250,1,40.18490423984241,-27.970332097198728,P0287,3.6934914086791975
107,74.68478227009905,123.66,132.67,156.94,99.81835975160794,156.22,157.14,183.33,59.34255963519277,165.64,163.15,185.81,2101,2,32.29453774258448,-28.04473316496596,P0598,3.474898105791176
108,60.96580653340639,119.19,126.47,140.05,68.37304182591419,151.35,147.82,168.29,38.15221337571533,146.34,149.82,174.11,2102,2,16.205337811314315,-28.54649705151884,WW5950_/_Sj_N1069,2.7853406824925133
109,95.58970682682695,159.74,146.71,163.98,111.1765830482228,206.88,170.13,174.6,75.47178894402137,170.64,162.75,173.9,2103,2,33.79902096626973,-28.050109542649693,513159.16,3.5204318365744864
110,109.79066441895534,126.65,131.5,149.51,104.0439699203189,168.19,158.13,175.01,82.17518263244528,157.21,157.03,182.28,2104,2,31.468511024259413,-27.40625018370028,513126.08,3.4489873958247586
111,90.24655960997607,141.4,138.16,158.33,96.1755837214096,137.98,146.72,172.99,69.15228953263899,146.13,150.9,175.27,2105,2,13.399575763941396,-28.537692878282982,KWS_Firefly,2.5952230470483375
112,87.84939053190172,131.03,132.03,146.48,90.11398129947553,126.08,137.81,148.09,62.24211686813811,139.4,143.48,154.13,2106,2,10.741848547907898,-27.722544404879358,P0708,2.3741471923248447
113,103.2227594739572,136.17,137.17,154.86,104.82266410784656,141.29,148.73,171.03,71.65637668751579,139.4,148.78,175.29,2107,2,19.544950922445036,-28.372983804817935,P1091,2.9727169882386977
114,84.18782711649291,150.56,142.43,161.37,86.67012026039666,144.59,149.39,168.62,64.44163768171342,168.97,160.94,188.15,2108,2,41.11045123525754,-27.770384223186262,513148.04,3.7162623771389556
115,74.53328777147408,149.52,143.48,157.16,96.36242469220136,222.14,176.56,185.54,63.7527496532849,224.18,182.45,187.07,2109,2,25.07225512757576,-28.130383656393604,Kvium,3.221761861358628
116,81.7266841634435,153.83,145.48,164.95,92.51148223221392,212.82,172.5,178.31,58.31939812580646,194.61,171.64,193.52,2111,2,8.987104406598277,-27.513508551117873,Torp,2.195790706122749
117,82.40164945179008,132.71,133.95,151.62,88.59632946027719,174.5,160.7,186.23,65.26610051392419,190.41,171.08,198.57,2112,2,36.46435075378822,-27.840850895089655,Kvarn,3.596335091637303
118,107.67266109869976,166.3,152.93,174.69,118.52916045853549,218.23,178.11,198.36,68.12867159835669,211.62,180.11,201.59,2114,2,37.29734307725392,-28.07019500950212,513224.08,3.618922092939892
119,114.01253803644336,155.59,147.66,167.11,121.12880302825596,174.28,161.89,177.16,73.96798465297962,168.32,161.12,172.5,2115,2,45.80823563979169,-28.43369861821577,NOS_509180.09,3.8244638924176177
120,79.41390763029389,128.23,132.02,144.59,91.87202665450492,160.85,156.15,173.35,62.99395023314334,163.82,158.64,171.14,2116,2,36.741215294983064,-27.714246644729265,WW6159_/_Sj_N0608,3.603899157492031
121,87.02047794781232,151.35,146.16,162.91,104.96118916726302,182.58,166.2,189.59,72.27584731290051,209.54,178.52,189.99,2117,2,43.304624106063656,-27.57694286631647,LG_Initial,3.768259421594398
122,80.7505039873124,143.4,139.36,155.83,81.83482610788818,142.53,143.46,156.42,55.00203366259674,149.24,149.4,159.22,2119,2,9.877841499854558,-28.02675916815751,513097.13,2.290294016216724
123,98.79382247376265,121.5,126.68,142.01,100.63549084070084,132.13,142.07,173.45,72.38708563901565,144.08,150.4,182.6,2120,2,32.03725224107551,-28.138295703272142,NOS_511082.28,3.466899358256479
124,79.31488672938772,122.23,126.65,145.85,92.97404418689312,141.75,147.43,176.69,61.490042849591845,155.89,157.68,188.37,2121,2,25.79717649586287,-28.075873510150217,Sj_M0281,3.250265047793931
125,87.08494283614087,138.96,139.07,156.38,99.93618715781447,159.11,155.78,176.99,62.87761627258192,178.83,168.22,180.87,2122,2,28.342656793331336,-27.820280475057057,NOS_511192.39,3.3443679769868027
127,74.56605470780109,141.47,138.79,158.41,88.22383449816863,156.26,153.18,173.11,65.31208120385239,196.06,172.2,189.31,2124,2,44.960109650959296,-28.026317533876252,WW5933_/_Sj_N1127,3.805775644438318
128,88.89498962343455,125.72,128.7,144.71,87.19906817805612,157.26,150.95,151.73,61.0936438878159,177.21,164.07,198.77,2125,2,10.07909897644856,-27.133567145151083,513176.05,2.3104638713908563
129,96.81031695154444,133.8,137.91,165.47,111.97295126280144,140.19,148.76,177.17,77.15658305370782,152.53,161.38,195.58,2127,2,53.02726584837887,-27.884664910740696,P0287,3.970806231237516
130,76.51389849916161,117.85,125.36,144.28,94.91751857980766,141.46,148.46,174.08,73.72333423481783,138.11,151.92,181.96,2128,2,17.389935830384758,-28.09071303401505,Kaldi,2.855891638329755
131,108.87008190410856,141.43,140.69,163.21,119.20127985651526,157.28,156.01,183.21,82.4963585435784,156.62,160.17,193.2,2129,2,22.252125960940987,-28.067770421151216,NOS_510032.7,3.1024375528540893
132,99.89989186922708,153.62,149.09,182.89,108.97445535418817,177.57,167.51,189.62,69.04030108986609,262.4,198.88,197.85,2131,2,79.17021647849407,-28.06383514478742,NOS_509130.20,4.371600173529662
133,89.87462093121731,115.36,121.5,132.73,88.96781263118953,125.41,136.69,162.33,69.68993949027475,139.99,146.83,172.38,2132,2,50.849940787033574,-28.334084738719543,Sj_L632,3.9288789580304413
134,77.22068001427935,131.1,134.68,149.76,92.79698413249834,158.15,158.22,180.55,50.00254542321506,181.31,170.21,188.99,2133,2,45.65688801614592,-28.220551891994873,Sj_N0018,3.8211544831973914
135,118.38236692584532,165.36,154.6,181.23,114.44206608264784,166.05,160.53,175.71,82.30626098036946,176.19,167.18,191.4,2135,2,53.8048660178795,-28.8946690124493,NOS_512232.11,3.985363909506694
